gov Id 識別碼,gov Name 景點名稱,Place ID,名稱,評分,評論數,分類標籤,地址,經度,緯度,營業狀態,營業時間,圖片資訊
C1_376600000A_000015,紅毛井,ChIJMcNwkjaUbjQRRpW1Gr5ElvY,紅毛井,3.8,128,"['tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區蘭井街83號,120.4544679,23.4778703,OPERATIONAL,{'open_now': True},AeeoHcL-drkVrPb7Ux38iz4HyQ9aVo3Jh7zihHTGZgLtd1uRHExiu05CHNvptvpeEdBa2aS8jajnGsEMfScTakX7uLwVFp9SfFM_z0V-9NDVn-2yoRklEDc7VyR3se16lYF6b7rtRa7xRwCccRmTlPb5ol95K1r91V3-CugR5QsNkv943dmkueQ1k8BAr_deDFAheiRIq_LJXc6SzEYvpmJLUna-E6LuDl4v97M8hCnaehX2HBNFyVFGkoelS_aecaVcQZ4sd9HrpDAaAnGyA83eRArw4qDsEaWMV1sXkSPDxMsaQI0S8evdxNqr49cjXnl6vR6aqhU4tgppjQCztygUcLSN60sI35N3-byV18VLrOyBeq9AN9QcBU_u7iDNU7I5FX3D8pi4wF_3szzvQxej7ryulta3XPzKgUZPSS17LO2SE8neaVdTsYqVy8T_Uv5TOeMYY3o3HeEwfZYwB2ejr5umFYohnnJ0Y4421KpVuoFoJ7dYKDm8toIlxQ5PKaNSRSVe3Eg6I2zLNIYNHe7VizU_NcDGABg8baE1kulIHHHOOJilJH9_S_8BBupjpW6dyVAhrHEh
C1_376600000A_000017,月桃故事館,ChIJcwBttOiVbjQRsmw3TXRHz08,月桃故事館,4.0,4115,"['tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區保忠一街359 號,120.4484736,23.5125516,OPERATIONAL,{'open_now': True},AeeoHcIb2YZ78HecReRntHAw0yBn_WcPaishwAcNEdl6pwTE_Dhce86Bp5K5TZzQ68E_ozz0AzQoIhe2xokP-JtPcwU2b1MP0zTm9_y7re3pp0BRJ4CM9oeU993mVeIc2s6PdJviJmHdrEZ68BPwnFnh9NpVF6loG89ty8BTbBKSWHoUCzlYmlDb9RC6JPCBFzE1QENVnjZH7D4DmN2lAz0mikJrerAXRYigYnlsCQVcAolthxvAkHrKrjEOYR5wDUw21gkbAZvMH4EjmsZebp7WZo2sxygE-yz_HmDnZbbVkQ8TxOj5m2s
C1_376600000A_000018,檜意森活村,ChIJOb09b8uVbjQRigoLMNW9rpE,檜意森活村,4.3,38034,"['tourist_attraction', 'clothing_store', 'store', 'point_of_interest', 'food', 'establishment']",600台灣嘉義市東區共和路370號,120.454812,23.4856377,OPERATIONAL,{'open_now': True},AeeoHcKt-XAISr2sMiF7-MSl3TC75_lMfXTKSup-YI2zzU-zRAIlbE1RqYTRTc9avTLyw7qZnNCXXHzdRtoibxYi8-djFiplr2FqQ4ET6QOMOw0cvkAU1GzltSReXNTkW45AyH332UYBQSTI3_0PwrKOawGz72vxmXvQyHXy10gwAfOt0qG-K5RUNOk7XPcQOmSWXbado1w_FeWsz018j0f-Kck9CsOEi9U6geg1hZT6FiwpGvYnxWVQw89l2z4-YjKAg3w4U-BWwvCX06kqZ0rMuxoCrfj0jyQjyj3QKrokbpy_c3_jYuM
C1_376600000A_000020,阿里山森林鐵路車庫園區,ChIJxQNAhDKUbjQR0rls6oi0wfA,阿里山森林鐵路車庫園區,4.3,8201,"['tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區林森西路2號,120.4512608,23.4863428,OPERATIONAL,{'open_now': True},AeeoHcLWC0Y7ZbCEDOwSJU0Si8qAG7aXl0CR8PTDp367yXZGLooNaDzWL2fHEnrEYczhCgDGed4uT0LjQ75rTlLLFPxPvgsnvAXuyBbPTBhghK3IPCtgQH6Zhq-bwMVqHtPnaC5A5-8Qtdq9UrIDBg5IAZtvD-JLyD6KteT5cmoTwLAhILG7cj3TyjGAhhMwG6spH3BNUhF36mfWbqCCE2QlGpKh2sxcNjOoVGk8AT_OKkUFQam9msVZPfSA6i8y-mIpE_khAaE-J7rAomYnyx8Aj5X3yYPbd8x72j3qXltVOjcmas20CCHW22KITZyEg_pmtlehJsDwS1krcykxdUPgsWM-8PaHu4j1d5r2ZtuITLYfKu9sYV5DzJXOADIHnE4jcbyW8rTRWr0b_KzDKk7Sd2bta5g6hjZqHgO9Hqukq2lUlaF4OQ9zrpcqVY8ESY3Rz1YuxOZDDwKBiy4lXR_c-Mh941MnDjNYC43lwvoZaRVRAXNuWZb7FfGRPDT_TxGvS2155SxAhBWz-5OfeTQSsbuzo4N7GaK-RpWMQQaxIAOx0rii571XEZHG6nZJu2eLrUbeaWix
C1_376600000A_000024,嘉義市立博物館,ChIJIXui7MyVbjQRSJfxMod_QfM,嘉義市立博物館,4.4,2983,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區忠孝路275之1號,120.4517201,23.4871617,OPERATIONAL,{'open_now': True},AeeoHcKSUCJ1Jjd05IZHtiqqNmao3OMkXCF4aE5SKXbpt2goGdw0yhQoIL3NC3SpVe7ciB9mc9zy17GAqCLsxkWBRyeg3kiAu1ieYDKcmkyLs8kuaJ_zOIPnvutHXRqJWu5XaaDHFbUJrqpYMumuqVh8tdYzxViBhrGS-qMGbFpMhI_omCcuAhHl3D1a8pjnSZKFw4KZ5jSnG0JHlZL1FTy6in2nLa3UbJAvHVjqUqLF4ibSaBKRnt0kP7JXQxFClh7ebLVwACl_uMJH3NWxwcYnKOOoqOyNFymdYqehYEXhkqC5p9HrglA
C1_376600000A_000026,蘭潭月影潭心,ChIJy3BFYViUbjQRi9ogODhF5v0,蘭潭月影潭心,4.2,3889,"['tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區鹿寮里紅毛埤187之4號,120.48071,23.465877,OPERATIONAL,{'open_now': True},AeeoHcIJekQJyMmjc1bKUwZKSoA4HBTnU25GSb9Sq9HtHg5E1YoATGWjqAvlF-pVcJ3tlVpBcpG1fu9JZjC6qirw7GJ7x6go4QiaQiqWrnstwoH4LoFDs17YFhOsfIDLPqIYJeyxOXv_wgk1tZaRNAhZ-Z_yo_mWrahP7KIzOR8djCshkC1kbyrVXP9cpwvD3dS9zRVFEG1eKA1nMHU6XjxpgI_HpSGRe-pz9-FDMAvwjUlbjG9Rkh4qQFPhW3BzGZrn7Ko1hoRuV_kOt9XCYi4s3OycFqSQENgpWQGUHIn9BAb1i5dTdsWCSWF3NTN8Z2mhlZ1Hctdanjrf3Cq22nej3f6j0isFzYp4fs2hUZG5fPGw0hOJq20dxvRCFDjSeWRpvNJUhkaGi-TYpeup5LRg4eSpQSFeBoSZXnp7bDc5uL_sFCL_pZ4_ob2wA-jvsqwO8T74ARKin2hBdPrm6nrLDw_YX4uA_0Rbcq0mPCNg6neNO4h6lAI2j1hAvvLIk6EBTy75kEOxB_KAz6NgpH1wU1P4tVbqfQUoMkI0k6QTB7uHdS6vTpSJKjXTX_Z4LMTFeojOew
C1_376600000A_000030,港坪運動公園,ChIJU-BuIJGWbjQRiQUfFZsvu9k,港坪運動公園,4.2,3316,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市西區大同路320號,120.4221802,23.4769554,OPERATIONAL,{'open_now': True},AeeoHcIALC85eUbCZWq7MQOCylXfnEBAXZg5LAJplacQlXRRWZ1KXTOc_eQVCvXmSPx3yOnKuaHDWIS5VWrTKiWMg6p-4rPvt3Nes8cSmeyVH-N9NCl7WjYr4HrHD-wKdoDk50Qs39_lS32JZspjdtCGhCEcnWuOZx8PeLxKLcA0CmRo4ahdGOaS-jAEoYt9NopPQKt3mp6354-bEe7YMTAgV0RI2JgQANuj5-iGDZA811uKnAGLWGdU4lE6PHtqS9Ohj0fySLt9w2_gffKpwJoRmbFbPYIoJH1f8UT_MXbcx8Nwf2sXxbjdKb8WCwHAWpZx9fplkVESXM_k6cW82BP1q_oBLYluITiOH-b_vuNVnhtCBVOHYBIRvai6j53eDo9th4DwzhKrQXvgOGdE_iA3Z2_Uv1kTf4ZWX_HqedlMDPQ55J4octoW_WhYIzV8Zjum4ZQXCMcv7QilW99ow5W3jeapXydpLX5pIlAdsRMjoofjnvXYFWoYSDhAxeoVkV_ftO0VZFSKNpQjaJPCnzu5voproCCKIwSVbqRq9_-fataelyR0sLi1jWcBH3lneeRDKm-5ESLiUHhOxQ
C1_376600000A_000035,嘉義公園,ChIJw58UX7OVbjQRj_JrF6q5EdA,嘉義公園,4.4,14889,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區啟明路264號,120.4652307,23.4833299,OPERATIONAL,{'open_now': True},AeeoHcL1fhkbMFc6y_egYjY4tNhlKm8KoAlwCaA1JA8WlkqxA4OSI5iPCt7Hoe2iNpV_BPGob-4EjmoLWqwBwCITP7j15McgzVcNjQvY1SP3zE5GqkjXmmcfOmoJOOt9J8eUx5mMfqklGlfGSZ7vYC0xfAB_iUfkJUle2by7H2eByh0JI53cOyNpUn9ZwNOfiM_AYPPOCWGwPHJEAJDI9031-QVUUxQewTarZNAzZjuNsOxUKLRieXPXGmqvVuWkCVStF_WO30ZId-w8ciXeAvttQ1EK664k5--_vSR0AEREvy9q-PAjGHo
C1_376600000A_000039,埤子頭植物園,ChIJqRqN4M2VbjQRkjjPQmIqLW0,埤子頭植物園,,0,"['premise', 'park', 'point_of_interest', 'establishment']",600台灣嘉義市西區埤子頭植物園,120.4480051,23.4920417,,,AeeoHcLPLKV8JdSu66zl_De-Zqmmua-n1XkWEUkIqZcvd5Hdy61Y5sx9mwEykjxNuzdd70syeqlX3NMOU9U93KhVX3Cf14Ly4AeQ_jbbAjgzuDDnxQtbMRPEiGO36n0eroz65XVMOPLPb3QhPvqVeJCPvALxF8xfOxhQ6RJMTJ9gTD5Z7Bwws_QFsAZz9HV7kPd96hNSFW21RvBJ2o4dPpgOIo4Y6j4hZ5VJ89Ej3d9mL7r45ecHww85eAMq-gv8TW6MX52BnRfAOSHb2Vg1N2hi42Bt9Pn8djANJvLuKgFbuw_7DFjauyI
C1_376600000A_000040,中正公園,ChIJS_FeDmQ9aTQRtAasFaeTrOw,中正公園,4.3,4348,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",404台灣台中市北區,120.6830361,24.1562355,OPERATIONAL,{'open_now': True},AeeoHcJWf3Vzqk14mwdiDUidUa5WZT1FIIAKyoT3bGKGbXH8B0vTxyGkzvXU0AptOqz5lUY1SAOtDjLTNThehKRwrJLEUZUvuxluHDwtS-qZ2AwQ4mBqUClKpvBx9qyCA94YMZYHqUiP8Dj_ourybJCsY3bt3PEvfQT2AHtz0d7FKq7H2d4hgCs5158kNLSygkK67vFrciywuQryQs6XC-pEZ9sN3AWIySY5FOZO05974Gh-He6I_I9DkXTCLPjfUvmH1-NiJpCeNZPk5OxmAMhJpsv8qT5rqC_ln8cysZQGBNYk6RLUs0Q
C1_376600000A_000041,中央噴水池,ChIJvXO3hTGUbjQRcNd5PHDr8lQ,中央噴水池,4.3,961,"['tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市西區嘉義市七彩噴水圓環,120.4496322,23.4799152,OPERATIONAL,{'open_now': True},AeeoHcIk5iMF8S8oerEKKFpernGRUhxmG9kKzynFtmHer6cq-bZPW8aUh9k11zxFL6d4dsWWkjADS-8K7e9Nm3ZPEBRbQR-2F_88thoKLG44xYRiKXHHwzzUAal3zJnzeb2MP2tZRBogtHoifjrMtcC6BBsPrV1YZKyygVqUdnXkn7d51quxy9jESjtbFVORmkm58s40-6T7thnYfTiQhXKNpVa2sw3EO6U-Za63T614cQViIECuf86u_md2O9WlHHw6xi45mtFnTl56AUkyzAdEQVcydESQgTt_aYLsq_zsUJyxKa0cdX-idJ2pIk3Uhz4H8wlWe_3bSYlC-DUt8V8gwVDf1q6aYI8c_dzmgsgdqU6Y5yGpfvRH9PEFiQo14swIx6OubMRVR2S67es8n1RBunqqbW6Xh11wm7RJK8n6lWm3DuNkI-KakyulM49u3vxVdzoPNxRSdbYR4oIL34_Ltlx9l9jxeyL3Ix6bP1-AUxw7cExWuYXgJIrxjh2ugTnv5ztcQB7xTWONyBbbRVzSOY2uqE5jVYZ4gAKmjik9N9Am9sMQWtTvZl2se-R1WZfAg7xj_Tbb
C1_376600000A_000044,嘉義文化創意產業園區,ChIJxTUh1SeUbjQRXIAyiFmbjyw,嘉義文化創意產業園區,4.1,3163,"['point_of_interest', 'establishment']",600台灣嘉義市西區中山路616號,120.4400247,23.4769886,OPERATIONAL,{'open_now': True},AeeoHcJXyvbZKPcp9OHha68JAbFyoTpX-FRzL4kOIJiFrx_7a9bo-Jxr_3KfisyUXho5GoB4-ZtcsPDcrNv9EsjPBduPb6yj-W5BOQtSGjemF35vbI9wqCpqmCVw-wtjQBvG5EdLeFLibG-NFL8xfQLzenfK5EJmPa5F7HEixLXdGlABERbg9xo6U3HCEJhqBxG9KDNOKiSfGfudKh_7Dtrs3_n4U3NhfdQcZrJ4E8NcuErOgSRGTjOIIvmbW9o1w2KAEPfWauFF33jSFYhlw_R5aY7wK9u070SBKz58GrVC6jZwXjekxyk
C1_376600000A_000046,嘉油鐵馬道,ChIJM_Lr1BmUbjQRUx0htDYsHkY,嘉油鐵馬道,4.3,369,"['point_of_interest', 'establishment']",台灣嘉義市西區世賢路四段600,120.4472894,23.4622183,OPERATIONAL,{'open_now': True},AeeoHcLVg00XsFeQWpsLPZvs81LM9_ctDv0320yHBWjbOysJnao6SmAYpS53vOvqYqXv2qQfJ_60yyr4jtu3JsT9MOIXNbXtHVybp_2VutiFGUQ_pWqfgE9AFeJEA0ePvDbhP8SPF89mLDl49OrQUf17u5WL_DchL3zgxGl2fnmIDmYafC5ecoLsp2_cmraOXy0fPLPfH-FOR39dx3JCcV3zHkMgUI_yTA9R8YXfM_mPRz5kIY7_gr7OIrZuf3Xc0gJOuVOV7jGyxcnvLF29lbL4zVj5LZwNwIsZ4beaHakxyjSWQmsy
C1_376600000A_000057,KANO園區,ChIJzbLMp0yUbjQRi8vyQOW4CEc,KANO園區,4.3,1857,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",600台灣嘉義市東區山仔頂249之1號,120.4648493,23.4816434,OPERATIONAL,{'open_now': True},AeeoHcLGkvKRaAM3xbfLqf_bjvLq-7byNqHVxwdMTB5tD10nLkD_Tq0aiGseAHE4g0Pt8f5K-qVoBOPoXZs2ysVLidofQHbCZHbZ-YWVuriYXFlu1CUM8Y0PMrtnbpqVHVnq0kvCGx1EJq3htc0p_gU2-9jzo-mWvyzyt7vfN0Cahmq9qTuHzvPRsvjvTNgQ4q7lsc5kD9wDw7cwPBhBV2xQRE4tTiqDTzCvsPFPx_JO5LMOneSWygQ0_cWs9VYRvB2TKScuvxQebAcCp-4fiJEHnSJkfm9H1lccgmleLojjae8rwM7yqslJ8yYcIIJ97Ow0Qq89X_7KRX0eFPbOtVZeWWCleugR9obRFcPAzFTXOtf1tTtXzWtDVBjJ6iR0A7BhT2JxYpz686mHC8_m4HJc1lYS-UrPjsycIrcav_XTRbpVrKtaPFqt0K-McxwwkBoI3vI4G8v7Kz_D02B1pdDv7ka8Wv3Jdk7YOhGce2HBQdLxR_kjgs3--1O00Yu-rrhj1W5Eeac8fp5QvqpR0lM5jom-aaHbniYoS8_34V5xlEQyMFuHsGRcyEVtVdfLB8EAnfLh9SKg
C1_376600000A_000058,沉睡森林主題公園,ChIJ8-h_oMuVbjQRgaL-jr9xXAA,沉睡森林主題公園,4.0,1431,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區共和路239號,120.4546625,23.487266,OPERATIONAL,{'open_now': True},AeeoHcLeObHb9Gd6euRsQELBxx9ZYGGk2olbh0g2JtZTFpx7FHcIC6obk03YuI120s4Yz53gi_-KWOoT_6O0H7FEQOjkmrrb6T8y8WGLVzjrVqHzdyRffKzyI-zaAJLnPO8zIgEDZJmS67vrA4Cx-IwuEBMTVfZY7sAxNM8i8Sz-Ac6PDFcQVUj2EFwZXN5Q7gfguhph5Xu5kOALZqiD3Spu8d-xbbRixkCByE88DQPM7TpQMSJVMglmRTE4ciM-HANMNJEdkfk1ubObGwNbosjTC8u5KiOxanpJ4EL4s6F1BYOfzRnhaVOf4ikVFJc7Adh3-X_JPSc0L14I6E4Y1Ur50onCAHYjnq1B7BRD0Cf0xPJzQL4oQ2sObQuyrSrqM5dJAc_7eVYHQ2x0wC6MV-3ndiVmjmhSkdIqbzh_dVTlVGX8HsaXL8kXn6kryz2HwHxd8ueTuYrv-6OGYp0bCZ6mWP39lYP3t4z-9vfDe3f251QsJFFvdDhz51JjJAkZDqJbD6_957dLDZNTKU6MFvbnjOZ-mTZMYAP4miLla61ojrkhsMC_RFKmX1JkoRAng-pRt0775ST-
C1_376600000A_000059,北香湖公園,ChIJTYu-j9GVbjQRko6zoS_YyWA,北香湖公園,4.3,3557,"['park', 'point_of_interest', 'establishment']",600台灣嘉義市西區文化路600號,120.4471324,23.4928421,OPERATIONAL,{'open_now': True},AeeoHcIubeqKgVN3aNLfuTRj4O25xGKcIC6cpxevT0uTgVKG7tvO16tUuiXuLc3pJxZVXCmUvbG3eoQpHJl5dHFMOBLMjb2z1TUbkYuiwMUxgQuUG3g8nlNMWYmWYYLS-WY0DbcLH1np8updh4nhcNOp_IFQaWKTXwwV3VSne8nnoUh8PJfYWN5tJ03HhBWywZDUXNGgSZVqOXgA8H4eGxjr23ibTFckRlB2HNegvZamavigGowgR-x-hjezsDPIAPHvoNlCoQlt9qFUXx_Sa2pWWPNkSHlZVTqAwbrFk5tKie1YhIrB0rU
C1_376600000A_000062,彌陀映月橋,ChIJCWIRjW-VbjQRK1Ku9xDD1_Q,彌陀映月橋,4.2,709,"['tourist_attraction', 'point_of_interest', 'establishment']",台灣嘉義市東區600嘉義市東區,120.4682327,23.4615378,OPERATIONAL,{'open_now': True},AeeoHcLJxgn0g6B4WAuQJ4GP704ehEJqFQeWbhIiCQ-gL6ZdeBRXYZN4B3JF4z1j9jnLDznS_nH-QvbO7QF_bMmtj9UlnPgBJcEJYePlpo5rwiWLzu7WUn0HgAv7AZPBtrf1V1_bz_HYIjJWucOdJGb5CJ5QbAbgOGY7t4qZsvE0d43WVpzTRmNTB_EtDoJbQua_eOXMzhFu1R6CkVJEfebq_U_ajOtdc8cTh_Jq12LTeXXcZxnBDfuMB2FwE72PIhyq5GDyhcddIlReNi6V-Ky4_6AJZHCNzJXtYBr8XZd8_-UFeCr7vlg
C1_376600000A_000063,臺灣花磚博物館,ChIJJU4OmS2UbjQRgjVPo5_9ARw,臺灣花磚博物館,4.5,4231,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",600台灣嘉義市西區林森西路282號,120.4460308,23.4833579,OPERATIONAL,{'open_now': True},AeeoHcLUC9RSXey096gSleyccYpaSHW25k1Uokw25W5ARxvHzZ9OycjYrTcXyBqTjFNPTalyi-1ITqRGKlQRzmeuCS971odFP17VEOMurPeZKX8zIpz0C91K8u1ZjjcHbhD_j9yHHcDEnSGUTtof5vmlw76yRFbbNgOLgoFzrKER-pCFkmL_piuzZIQo9E47dtXFROZ7cZ9DMArrOgbu3iwieeGvQKBdgP_hxTuUG4zkCJANXHUGsh-GMQ-IpL44mFLhVDWBG99XEviR17F-oojeBbCTS5HWwe2BmXr8ScVyJTrxAbOwxXTbpWilCA51xJdcJ24vIcMqmj0-s6gsav0uue0gbktnWHSGcrVVYryrRw_mqNYDNgw2cTtTfvpBOwvPJnfZO96fcH1dNfdfshg8HgrT7h-vm99fosP6Xtr6XP_a3LkCsJieBGsNDXyOuBxPqpWT8vUHtm7cl28Q0zokOT-XcPt5UJheS4E_GGjxdMUH-AC2isK8oRRzbu60N39xyeZHNqEpGiNGgHMIZ_t9pgw-cQEWR77sq9UfP9lbHO-P0E3jZ31Im1NSds2AIFSk6kaWwg
C1_376600000A_000067,蘭潭音樂噴泉,ChIJnRJTFO2UbjQRsuSmLuZXY1U,蘭潭音樂噴泉,4.2,491,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區紅毛埤187號,120.4801845,23.4654629,OPERATIONAL,,AeeoHcL8MDwtSbiUej0Q7naCOmlV0WXI6TEGCgoamFLHporSZTFDu5xNwdMNxRTD8R9raAWT1VAJWFXD-ILfdvGbrWS6XvaEhdAAwQQrooHzulNF-Gm0kkfjA7VsZJh-6H2rKI2nx5t7p_yiQ1dols87e-S35RYHOEo86cOuNXu7NaDidlE4AA9Yrapy7r3PfKkQnx-JP512GbkpnvEf7creVJK5xIjpwWipBM93Hj9SCocr5pmK2k71mMpoC5I5i7ACCuRyM8zvBPilBi_CcmeaguSDXlxhdkIjQVRYJyVUDBIx5H_yKc0
C1_376600000A_000068,森林之歌,ChIJY3tuyjKUbjQRykskI4yLiX4,森林之歌,4.2,5851,"['tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市東區文化路,120.448254,23.486649,OPERATIONAL,{'open_now': True},AeeoHcIr6NaNaweaGGDtZs3XZDR3st8rDPjvIboLj4wqWdqiy-7ixxOIiXTuwj4Ti0ucM6Y5OIGmdereKOOZ8CzORhwJmnOBBxtIyaqnOFEkkJ8QtX4N-KBLXqP5ZkhwAcbw1gkZhh-RyFIABPIGdsLTjnWRbEHUnTY-XY85XRW0LC__-lnVJOVu2vau9w-ohWOCzsk_mu5O7ZT57LBMezFMguRygaHjIzzKJ3M7oDD2JM75ZsrtW2aUokcySa2_N3EJ1OVtU0byblIp6M2nJP2byKe3JQ75WqMnA1cYkp2jd4QCrbwL9oI
C1_376600000A_000069,蘭潭後山步道,ChIJwzwMTgKVbjQRm6UC6yOu2k8,蘭潭後山步道,4.4,415,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",600台灣嘉義市東區,120.4896926,23.4793666,OPERATIONAL,{'open_now': True},AeeoHcIFJ6zYpGYdGDA_iYXMmXCMJHm6sqz37bYK8b5RwQBCnpzQyZ-lPhyeKIvoS1KjgwyP9TN0CaMYKXT6SVHUt_xO4bOzSG4HeTwx8yDt7zgE8ol2r9kcrQ7eUoy73SZLrTVFtPXdY6cyD-hjRJ60zS_ltKp9HjpFsOwxXaZfd_QFPqK0o6p6uyt4NiO_yOwWJrMB321sPRqJ0ypaACDtmPGTwFn2AZ-9RnY-pX_dTqivdFmIMuOXIh9ziGDIkOPLiSYKcWU6LBfkkkqJcTxZ4meQ_XGorx-CscjtV9Bi4sb5I9ZryjQ
C1_376600000A_000071,嘉義市環市自行車道,ChIJeSWdJaSVbjQRatC46J750HE,嘉義市環市自行車道,5.0,4,"['park', 'point_of_interest', 'establishment']",600台灣嘉義市西區文化路638號,120.4439521,23.4953723,OPERATIONAL,{'open_now': True},AeeoHcLl6EsydJSgoXx5L5cUE6x8GMfJaNY6gHECqggeNsueAH8E7Lw8wJkdei3IXyMuW_xmW7skOMQC3JibOTQqzmvkGXeDcYUP9okKV08HISJnnHqfE1ev81sxQt7c25jgk1toqfCEUPP4GF4hDVlSEnXFen0QHLV-mOjzyVfw4TmC7oCC4XJJ0ZlWs6qv-QLCUWh6Tmkcu9v4mgBzicbTNUnj5M0_aIc99YER_hybuMlFzfTVLP4eRaVRjOSAstBjcEEhOVKpDRDIQV7Xzu5fkmBjBm7TgKxmaP8pEuQEDmjMnEQBJciFtWt0S2WzdggIUhS0u7iTBsHMEF4V_EKH0-spTSuyvFMqp3ELdtgI6pp1tqKCjV3eBCBE9xCFg0Xp4ETwdoQBkcZ9rB5ra-stSi9lYTk2KYVu476T1iU0jsSvTmKFRP4xCFJmJhL-Q2qnIXqOIBE6F7IWrd4m1buautW4f1FWE1isra6zawDhZtPwyo5NivjZrKesyuq4OjNeBmG8E1MA9ggCAvyCVJ2wJ837bJCC_i1Ap_2X4p5WC2uIfHGjU4QZRnrmmWRrcAuN5rWe2Q
C1_376600000A_000073,大溪厝水環境教育園區,ChIJ7XBziCeXbjQRp5109ywQH8g,大溪厝水環境教育園區,4.5,88,"['tourist_attraction', 'point_of_interest', 'establishment']",600台灣嘉義市西區大溪路651號,120.4011635,23.4802028,OPERATIONAL,{'open_now': True},AeeoHcJB9J-CIxMqF1-4EQLKe896WNLuEJpWhVDS2dPT_bIujSo3pisfukMNW7-s-lMr2t3k2c_cmhhvYEHEqv9Iwk5TtizkRQ1bN_lkxtBAkGZB04L2iutis-HK5Y4dUbaFy8XMoNnHb50nuU34wD5bd_e0-kbB7hdIPw2pTjc3Q9H8tlnJyfcnMKCUFSm4GBf375cbVNmzVlU-SiYyYDImWHpFgjwpZmoby-F0kQPdGUAWXFLED82HhnsvOTLLjZYzryJ_pq2DHvRStU7LE9uZAebilFrJdW2f8PvILXLCvGshC9hRNlsluQSeipaoLexCjkPr7-pCyi8k3ebQ_kUcMyeXMaEYqCv1iU4C9lAvqJSUvhhNdfJdupHWM557M-rU65LDzOBzJEYhCi30nfGSSuLx9nCbbPDcIjpaUd4gsrb5FSVdwaxmRCZDItKuMwQZ50fUqaqKTRx-lXDYT4F9Axry3AlNzTZQHkK_vC4dweKUACrvYN_SfmzOC_O_zGU2BD8-hDQrSXpzQgoDGepgCObB_uSMUswP9HafbNiDuHTymLekWK7-A7saUEFfS31ScCHB4AgsgxRkfA
C1_376600000A_000074,實驗木場,ChIJ8RIsWvKVbjQRqjWYNXvrVUg,實驗木場,4.2,17,"['point_of_interest', 'establishment']",600台灣嘉義市東區維新路134巷24號,120.4591462,23.4850979,OPERATIONAL,,AeeoHcL3i8m-8gblovfi33irxaDHgcV9Dxd1lxBArVHebEc8vIE0-zty2J_5HjNZEcWT3GqeRnN8Lo5bYlUpacjTWlmSbT1DgTOdbZKz5I_9NNnja6Kx29Il8QQ9taOl2i4Qrl6OiizSIC3M43FgKgCGWjhPMR2yM5XmJVwLnq18rmuplXFvTuzGApwEK4wb2jDSKjk8GYgDAk0fm1G-fdkj02kMvLZR7izuawt8DQLc8yNAWfN8Ek4RxWo70vnn6HLujwtJxEexm4MeY9spK7mHLqLOMfdCoFdUwy28yXzYwdBPd6m3CLc
C1_379000000A_000021,國立臺灣科學教育館,ChIJ42fAy7iuQjQRE2DgdH7p7fQ,國立臺灣科學教育館,4.3,8470,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",111台灣台北市士林區士商路189號,121.5164742,25.0962609,OPERATIONAL,{'open_now': True},AeeoHcKIg1i_nd9zG_dWIV4kQGrls4wzevfv3Qg5ErjkLQPzLlpwDGh3sHUIGw7L3O206jz9qOAnksSwzdWUD-eBS0ky-N_r6tcLIP2Pox_mfoEgjqCJ9NokIk26MHx69ckmnyoQXR_KYsB4S_ZljXB2Ri1RkH94GwsPYsosFL0hhaBDaBSqexL9W4F0Z-ccqFykO5FGnEaoI_BtoV8TtOolvoRcXwqX_oaNAuUIcqRZvo8Xpu9OayxP3lsehbXJ7J2MtkPQnFPrjtlyJDVu8N4maAf_XJLamXtbGnoKvc_jBiYWRfSVPfY
