gov Id 識別碼,gov Name 景點名稱,Place ID,名稱,評分,評論數,分類標籤,地址,經度,緯度,營業狀態,營業時間,圖片資訊
C1_376420000A_000001,蘇澳冷泉公園,ChIJl46E4DXoZzQRguSwNiYmEyM,蘇澳冷泉公園,3.8,7287,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮冷泉路6之4號,121.850703,24.5973124,OPERATIONAL,{'open_now': True},AeeoHcKgb-k_R5JRcS8iJwjWI5Tc6OpJIs4P_C3K6mmfRcjW1GWDcfUOQBLTDZuzlwKUYgPFPHPJ1lD70_KL-t72cVVfWvaH0B5VuklH9ox6ca6e2ljG52u7P8LOP48g-r9oFjmqJvlLaEslwC1BQKSY_wfbn0Fe77FPRDTL8d4A3TLODXaoMApWNMH_oFEbQeBA9VSJK-yyt6sHgIEBp1kt2zkAmZp1AWN27JYISzKuLw-sYdqlOj57M47gEPBHkbsFE18VNsD3TF0PPVe8lxDs24uu88i_uKlSipNsdYTQx1tsivuwCl8
C1_376420000A_000002,豆腐岬風景區,ChIJtUP3qTXoZzQRH9XGPtgr2j0,豆腐岬風景區,4.3,6263,"['tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8714345,24.583822,OPERATIONAL,{'open_now': True},AeeoHcLG4T5pdIqFqUQOy4tSHPrBLUcVt6lFR-JekX4mpOLOZHM8H7D2hRRmWvviruklIdQJQcR8Pdu2m1HoagKaXWCLWZt0WtATWTQ53abD837ehqMbJfFOBpuz4FdxpbX2yc8kj2_u0KfDDucc8inFxcGx9UYg4Y0dRSFNNOhaYBSkFXf93g3Moy1U_dzuNKpqVYNZ5qOTQi7icFYIVNxK0GLZKaZFfbfHQ-oJg57R42F2lxIFhlIjgDKz_aT07PDrJUCjgvVYre7BqnaE-eHwJBAvpfAHOb9swZufZ4dbLeTXlP5kjUo
C1_376420000A_000003,武荖坑風景區,ChIJTZgZcHboZzQRDdgb5km-Ros,武荖坑風景區,4.2,3172,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮武荖坑路75號,121.8144652,24.6106094,OPERATIONAL,{'open_now': True},AeeoHcLMzvsK5Y-X1PyeVfQU8_NuwwarpDGwbxac3k4lwnBEXGQdOISCKKMzg6crwOYmtsUQ5sdKmkSiIdgKxA_RM8Os34MkfhWs3o0yYDQV-5xGPwcspLxbK47HM3lxTza0JJxrMskFbJj1dvfpYEId9n39ejXW4ZlXeY40grQfqCmeboDTQQJ_t4oS65XglxuGlSzbcAbHAg1yvDxzx-vm5eFo5EWSSdYAX1_cqYo7chgoZUKXNMY-DlPyAEENzAntv2AKFYkT9tVj4W09pkAZ8JCDWvKudnqcVcJVIhqSYXbLuXFEWKgkVF3zXSxh57EaLdx7MNVjlGBBXoEr-oWemvStUkSFnbWH1ahOvjxtxHGb5kQs64SBqR4PxcN9WMFPgfeK-ESiUW0QQUjUjW-fFcEv1HHIQXwT3z1EsaOJhmXCDB5K8cYWF9K3XwYrFe2EPKIPY_WfAG9aV-UcFKpV1bCADkKz3r0qux5n3I6BJ4zewG00GzF-UGuZ-C39RsFzbubhsZM0DBdGsJhST2VCey4F2EUI0cdoE66nCX5g6WJ_1vsp7Ffkxg5XQnDP4Ua9QIr25GCH
C1_376420000A_000009,頂寮生態公園,ChIJibyDQejoZzQReCK_U9UbbVU,頂寮生態公園,3.6,222,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮頂寮,121.8427459,24.6394413,CLOSED_TEMPORARILY,,AeeoHcIUA0fPKEkW9eDXD1fvmnk7Qt6Vti8euubmI8yIE7vRTM6DlQuMkr1Mogg0vHuVC-LqiP7Okw8vc636PYWPNP7Q_uMMGTg_J8v1d3oZ-Zr2xq6einfXxC5g916rTj_gZpODDTkAlu7yuwED-Q_4xwmueyLKRxpZq2aq8SKPFazXkfrTU7LZYocP0PWkchkE3tTlflmpNNf6sdv-4_uB8KK817uNN2uQMHzkRxT5Xpd1NjYpa2RFrD24173z7TN--kNl0ovzk0SxhyxY7zaGqTkajovZ5CFEcTCZyzImtOt59FBDy70G22s1LYkh0gCUZ3r1JpNe8vWAxOuR740M7nVLw9PyrUFlUP8X5nfYHSfrXVx4QpSxA65uASKb_mN7yeRnM64rwN6JUEq40-_mhGSlK0W495EuGjlYuV2_XRkrqcmIYgO8xBMOuUDmHNCsJr2Sq7KfTwz_fCHZisMbytO42VRo-b5VQmupVOmt3wdwwT5CsLoPKg64AyawoRs3eEZcawTzxi-rfJEoGDugH2N55xAe-VaOqOT4BSLI2LYT9lizMEA4ytO0EzN7fjjvZyAE0Jr7
C1_376420000A_000016,砲台山風景區,ChIJAQAAQDPoZzQRuVNnGlQBeoU,砲台山風景區,3.9,612,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8569861,24.5932222,OPERATIONAL,{'open_now': True},AeeoHcJ7rt8g62C_UWXuk7rolkvDmjhMazaOKdrod3LQiAI6JktYUBoYjcPQ3wvb5sZQrxtSrlYhEth8h1aK8zimyzkImLcf3IfRytwqlTjIVwc6NEGVzqK_qEA5RAIfcBjaEsgDVVfF39EZSgYvUisnjkcIa9nqjZ3uSFdO-9slRdfl0Fsd34NlySKYyDkNRtN4M7O2En9SpP_TZp48DGqBc8fc0pvEnQSnq38_sGI8iWhecqKkXIIiRT7NvxITAIfNmzCb0voo4gUENmtoZTg_QpZ7NnpQmVlg6C_g0spHURW-4WYA4MQ
C1_376420000A_000023,宜蘭餅發明館,ChIJb6lDH2boZzQR871NrJByho4,宜蘭餅發明館,4.4,20516,"['tourist_attraction', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",270台灣宜蘭縣蘇澳鎮海山西路369號,121.8291677,24.6145577,OPERATIONAL,{'open_now': True},AeeoHcKcCvHfFDhAHlhIWa-HmmOi_TO3D2Jxr7oltaanVfzyaJjG50nNgE1oQiVwf2UWH3kdMsuZX9mu7I-HSwD_oYyeW2nRV-5iKEVFQS-SDdn5HmPEmVp6rd7h8G-LNNdOEHvniozDDrRjisdCi86_oIfsBOcb7poppNjF7JnxxnIaCg-mbubrKEP_g_6uBtRwgUOGkwmt2pqbzKl3S5EJSU0-5MLWJ6SGY4HkIxhI9EWpn8Ib6wHBQwHool0p1kVFZaJXs34KDN2h_tjjJGnrigrWrYaFh8dCxoq66SkV2OZ_o-aIXGc
C1_376420000A_000031,奇麗灣珍奶文化館,ChIJE9Hm6u3oZzQRHOcpGbeT_8A,奇麗灣珍奶文化館,4.2,21763,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮頂強路23號,121.83672,24.6342063,OPERATIONAL,{'open_now': True},AeeoHcKF1nYSCTppterhbUt92Tu3Sk9Fqf6129AhOFhW_jW7ZLEAba9hW69uYgijc9sCpVT5_3kqBhOwJ8qzbYRT0FyYrdBB6MG4H6uoDEzxhD-jEZ47c5pKnqDaVR8rZjc_DkDqnQksAgnCHDbIiPZ-QIp53t2elLWm1etHHijKtiPNCIGAbRG1IMag8xKS5CZilpp8dBcjSLMO4k-RdImrB3wAyP7HOWANg1JV2I5aUMEBp5SVIjK_K-O5yY5V41EnbzOTfYFWFfx8ZWT9zN-DmlX4lVraXDGWRIdtZ3kAwAaXfYEjmOM
C1_376420000A_000071,橘之鄉蜜餞形象館,ChIJYa-rS0n7ZzQRq6rvo8hKYmg,橘之鄉蜜餞形象館,4.3,6702,"['tourist_attraction', 'point_of_interest', 'establishment']",260台灣宜蘭縣宜蘭市梅洲二路33號,121.7368309,24.7801005,OPERATIONAL,{'open_now': True},AeeoHcJO3n9zY_osVa5ptNpsdBMRV_ovBvFsXMYneK_wpSThheCl7Azwrvmk0J9SG07RnCggptR9fpAD1ti7t3Kom9gRM0Ruh7yWgnTzLqgDf1K-iLWykUx_IXf4XrFF3t7dLrJuvGfh_kQ49ougu5CZctNX7dyuRmtxVI4Fu58HwYP-55wcGgeqjlMHyuX3q5x76vvdy6Mof7Csc_pDNhh4D8RunZAtYz2p1DPOleC5VpV3x4hwNmbJERWUprROjZ6s2yqs1txmV65OLM3KTHp9W5lirlJSJPn89p4tVvznTYKs1MYXizU
C1_376420000A_000075,柴圍佃圳水門公園,ChIJiRnm0Rn7ZzQRHN3eaTqBRzM,柴圍佃圳水門公園,3.4,51,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉四結路33之之36號,121.7544104,24.7937978,OPERATIONAL,{'open_now': True},AeeoHcJdP8ekdWlNBlD5E2HXp2H0b-k8hgrsU9Tj8bfQezsTzGo-ejNnom6hi-tmE4rzGHbd9yb3RFWPXUdVr0zTTreoj25efIaw1lEyXRvL42ZJbR2xiL8S13M_nAdZ_ZZZ__DOAXF-w47OtFVyJsaiBx8ibuwgoEe1RSywneAbcVznqxoafqEH_brazLm-Wj9M0QJ1pmYEwapHcYWgNfvymv1NDFfQzXBLroQn_X2yC6ddXsy8H8qew4y6gOuQzZQPoGH5EQZvrHFtDb18Kq8a6iiixxtCAfUDIYMW43-JU-FX2Ar-R-c
C1_376420000A_000080,金車生技水產養殖研發中心,ChIJ4XxrOGn6ZzQRNaC6GgG-bMI,金車生技水產養殖研發中心,4.0,10998,"['tourist_attraction', 'zoo', 'aquarium', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉淇武蘭路162之13號,121.7936162,24.816999,OPERATIONAL,{'open_now': True},AeeoHcK4-PI0XIrQaBsJVMPAIYiqN7OCHGvXan4H8qVqeAZE89Z8OFLywSeUL6qlkFla-u_cwh5yuscY7VUZQwCfZ6ay6RcqfzkJCgvye4BXinm-FRttsmo47Io4-wJP4fVxGEXP3WTNx3JmHB8hwLE2dwCFwObMLiXkpOKTswPMmIzarFnQoF_Uz83wFWB7IWRdwotbjniqOItzbhLKT1hzV9h9v4k0ckE0ohEj3rLjOdIj8BkaEhV50-80ICgGywVncERDmURRDfbp_bgaSLm7LpLHhf23M9oPsYguWTiPmV8nzsd0cVA
C1_376420000A_000081,呂美麗精雕藝術館,ChIJvREktVz6ZzQRf6hIck9261s,呂美麗精雕藝術館,4.5,567,"['museum', 'point_of_interest', 'establishment']",262002台灣宜蘭縣礁溪鄉興農路322巷1號,121.7835,24.815621,OPERATIONAL,{'open_now': True},AeeoHcJjRb_dYAmHTo0uaxJ0fa5x467lx53VFtP9gVIerWiGMtI6RUykLHINzr4C3F_NeTc7gcyOmDfqCdFSX2pfr9lwJxgVTKtQY9V-cMzdSu6wbVtlIcU4rOGoKpzEXTv3AM2UhayyIvz_PtbwTfQ2rNAOUn0C2XBvcJzmUuK6txZExfgUXPFhwglkxmWxjyKqXHyUype1igE0i6fXboldd-1S4PiqFM-JE3ZzKhevaR7zAAqK72BLHaEsA3SwlCIQazz9Trd7mXC9FPv3GUeTSpXa2K61HvltIiqxId0JcMynf4y4Tvk
C1_376420000A_000083,二五連水門公園,ChIJ58m8Qa_wZzQRWo-3afrm9Oo,二五連水門公園,3.7,120,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",261台灣宜蘭縣頭城鎮時潮村,121.8118933,24.8299752,OPERATIONAL,{'open_now': True},AeeoHcJdt6aa46WZIBLbmGhtP0j8kDRzMLr2vcOlBWEzeIaIhS_-mM6XMdtNCgUvtMCZud6d4rPW_fYy6ZFqYHeks2QJpl6LkfzY75TRpsJPPh5Hl5zcKNV-I9SuY7RiM7zvaaXNab4veECOhjEIvxSWy-oQTH03_aH3NtYKJR3FrCvBr2bBjqr_8lSi1rnr-SEOUURVH9XiVoTplvtrXjHVLkSmYHg5Ra5DJj-cwBSKbi5uTJwyIV_wrKpwl8DN73iKP_vd0jmI9eDycZnzQiUI7w2E6pSB7iKy0ZIdgkjQ6dDVfZtiQtHc4jcjiWb3Rtevi7wzicGVWVt9aM2h6EtHLWW2mSBcHeyRE2nj-dpA5kZ4Dqp-gTr5pVVBmNVtWJyWJmwTlPeT_glc3sbYBuk8kd36dle8zBC4iXdx8h4rYns_lmUYXwea8cVPEPuIqwch-S7H962pBJGX7J2fUFOIhxEngZWiTPAynoklLieyqeg4wVA8X7xmUQFPpt8Bcl4n7TXFwWGOquMoplnAmaR1yXi12faudLFUCQ96S6ZSEcCFCn3icCdMu_8DEnC3JbbKjgcLo4Fz
C1_376420000A_000086,五峰旗聖母朝聖地,ChIJW8dCqr_7ZzQRnF1ccABiBLg,五峰旗聖母朝聖地,4.6,4543,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",26247台灣宜蘭縣礁溪鄉五峰路91巷10號,121.7451,24.8329,OPERATIONAL,{'open_now': True},AeeoHcIH9yQDpuaFDzk6jzUlYUXbZ69O0f4-byMxEb_FqxrZDlPVaxYnBoyPT1r-kpzuwZ3BTs4vpw1ID7xQ1YF81d2FdcajFXHlXoZl-kc71HsY0kxGGEj_X2I3g-Lz1TCluZIWrdGbhfTfm8UaGGZC71_G12S7ibH5zvBbL6VyQA-XCjsTe2p4fyRgex50fVTmIdcxQ4Hwe8bFgMJeh_mmeUKtdUG6ChWy7BYUKBRnEgMlsIph1qZr0dgUssegAFZ8RfDzqP-_OUhQSM265X_fnVQLZ2Sk1LOfpJhHTnwXcJl8FOfY0_0kt5StkXPBCTQl-8yTGs0D-UGGyWAsah3hNaVnWq7KXppoOQWgQZUfJEOMnyThujzeIC1W6gXIxdpT6fdCS7ob9ZE_4WubOPT0CtROHWPrkR5UtYddpOzNOETz7lPpw8SYP16jlbMk1amHsYCXqwiGZvuq0bha8qYHUGWHWTU-AS915ooS7WyqcJ0_klm5Q1o4vrneYYnsT6EsuyFxnu3uTvzSPahaxnfIkAMQ4SNvItkP_nGXsmo1RkGYATiUI19RdP9DpquLRZKg5CJdQX8I
C1_376420000A_000090,礁溪溫泉廣場,ChIJ86DaKjb6ZzQREjjojIctFB0,礁溪溫泉廣場,4.2,994,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉礁溪路五段156號,121.7736374,24.8287318,OPERATIONAL,{'open_now': True},AeeoHcLJ-tMznq9QiDVaP_xPzEB_tU8vzj8_MeRY42VZgKcRSt69zplQVj8JbFUONarKNJo69bi88TJEkAk5yh4_Zv16r9mx7wX7KiQM5DlCFXx7bwKfPzPVXs2qRZJwmffYjb5gDdmMfv3VUazO9B0QnweNUxeuB_wPZYDjiXEZFxGgUx_kxZrjitZ4jejuJgnu8p7AGS85hM0RMjKtH-g9ZnbKF_hd7O_o238aGd4aVtSvjXFPPGYNoihTLCwMxMZ_1g1vfonjA_Ikvg3kgtrEv_zLSfvlVpTHdpquNqbW7wWUuS2lv5TqMA9_CSjEP_OdqQLYV6UmuVwEUgDcmGYESpQ4ZKhdxOi-3nrykAOqYRx-wD2JDOm1g7CRxdArdHvoA6nMo1Qm9fL3CUHziJ96INgO9dTkBXL7pOgmtFpJwtXn_ypX2d30aFpnZINA--sPqYjkwFDhG_kJI_0pqB2C25Sdkz14UIdGBxm9G5B_jawVzZwmf8hqPoAo9z6U6EQpDfqfnlsYMqvWWm9anu6S6Gl1Wu2wL-uOkbq2hZtp30IgWpGSSZA-_3c8sydBUcS1_-Kq_Q
C1_376420000A_000096,猴洞坑瀑布,ChIJO_MKTSH6ZzQRc62tjx_IfU8,猴洞坑瀑布,4.2,5633,"['tourist_attraction', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉白石腳路196號,121.7820505,24.8434334,OPERATIONAL,{'open_now': True},AeeoHcIE5giNOUwjjNaYBBFsKhcWa_iBW0942vBLoQmE8LfI8eCTcO_Ws2vJY6z6kyQTwBbkcWerLun9MTsoio2UF5vFYVcIhjSaUb45iNZMDwT6CjAga4GAXkBx5I5kgRlnrsolJPb4ZMqB18FH2gmsb_7YmEbYUk8mkH46ZzNFfo0hrT11v3LYGAnFQpjYP34bv4RzBHXHufX-qfqQa0Ekb1wrqurWSNlUlG08O5iKRMltQ13fxSW62U8TFflRYdqf7EguqjA0hiN_4aM4tV5Nw2VbakoFWm4CtH0zIpsP5JF5ARHr2fo
C1_376420000A_000099,淡江大學蘭陽校園,ChIJNdAqNIX7ZzQRUJBEbAOPvCo,淡江大學蘭陽校園,4.5,59,"['university', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉林尾路180號,121.7290809,24.821851,OPERATIONAL,{'open_now': False},AeeoHcKyy8OKHKrjQrVWkM7_26ecGm-nMnLNvFaVVFENzD4_BDODjnuz6WIvgA7oGkxlT3k7CUNd6wizQtU1VdIpWtmi4tl-ueBj4dPAwKporfwxrlPjcM33SCLW5zhzYSP7B9Wz4vHx6B-NqucTd5PMrhNo1Q9NUJ_8S1PvFftfmz9vnxgRMOttpUvtiwny9PZhZ-1ord-9MfW4vszJDpPxBGvRFcbjMWQ_98bjt7eq1y2dyY3yo5J1xOwwn9RStny31WkUNMpREOttUyqDv4Lbg_GZ4lvHIKeNDE--G8BnxUl12-V0FuY
C1_376420000A_000100,林美石磐步道,ChIJNdNOwpv7ZzQR6K_ktSipnsY,林美石磐步道,4.5,8027,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉林尾路,121.7357007,24.8225555,CLOSED_TEMPORARILY,,AeeoHcIw_Uqs_Zb4P3qdvU3_jXkL2hr72wHRr5xyUY33Dw0vgwiDVVoEQWv2KhJru7zRhbpJQkvewtM0M3MszisCo3MxIho6JcAnbmV3h6V6qNi-zRq_ImkqQm6Ypx58hGOqTtYz_kWmG7Z9ZbRnXZRQC9EXFJyfSjlL7AAPa7F06zlDwm759caiFyZQxSNEwVzMOsPrfLyctsb_GPDS6QWfNWo-2eFc12kASzsnBI320YlWlF3XLE-i7rAZPZsU_1_WpX2QNkCCTjK9KpyTiU-sRRcT9rCK_jaTj8LLQmbcfPqR2_UfHEBkRjD2nn1XNxMomCdhlgH0peaLW5xurgwpz5hf4I7Yf02yk8thGwIGKuflP_92ruC0b4u5e-aRre9hHInGU7gPEHlCK5k1LfKq_WNE35vK40MwWlE6X0MwpYnO2pSTANDjjJGGehSwTX7Ebqb3Lzpc5vpN5MV5B94cEipc8ICXbMn_uzFZycx3iDq3AHYE4_PqN-XHYsNw4vEYGsVLzemII8poDyYdQ0RWQPCoIfBdyryLDKNBa5ouUGVwuERX8jWEjGhE0sfDksNljjoOTiIN
C1_376420000A_000101,礁溪高爾夫球場,ChIJF-JlaKb7ZzQRpKuvrk6aPOY,礁溪高爾夫球場,4.2,989,"['point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉林尾路156號,121.7393979,24.824987,OPERATIONAL,{'open_now': True},AeeoHcLiiE0nErXF8lznXmuTr8WIodD6uZKSe3rB2EhHWurwBzm-DxWJqaK1IooSR1rSU8gfT6IR2Kh2BpJzE_msXoVVczwrNqdcJ4y0i84fDrMub5Hm7yZvjwFURyjoVRp9WVKWEXixN3RCDtJX3FMyCewxpSXdQd_FW-pq_MaE_mozGpc-Rf4W9ceWrBRVkr5xPWzhW7Id59BTLGfrEOarxCoX4TcN5EF0gjMV3pyZSqjmMidAc5ooK61Qsgu2wHr5b4Wcthw4b_9rKB6RvujWZpBgMtU0_qvaqtnl8SOvZ9PYPogFl-I
C1_376420000A_000232,幾米廣場,ChIJf9oXY9zkZzQR5FIpJ9WpOis,幾米廣場,4.3,351,"['park', 'point_of_interest', 'establishment']",260台灣宜蘭縣宜蘭市宜興路一段116號,121.7568203,24.7523436,OPERATIONAL,{'open_now': True},AeeoHcJnfpDj9drZoTMI9l7UiflMFeGEdTF1bDTLCU6mRVhY5fBn52nn4d36te4_TNLoXyq4KfuKS9NNjjakzMROmUh7Z1qDk-ueUDJ3w5S2sLt05lwrdbr405b5sobm_nJ6htu9GPDBVynUrRAO6nWPuf5WObD96mgnpKzGXNGPxWmLt3Zird1yFqotr9jVPZ7vejpxN9uc2Pep2l8ydz0O83487-Tw6ruuh6449hrYmtedQxFyvyAx3v5eigiyCa0Kcue8-IX78YIa55emWa85ukAzHuOZiuTlEpDQ6IvIZdEbAWGZxwJQlEVCfvEeBG1HQ16MT3O-jCaqPFnVwA_7bvUx6gHGKeHMN3GSUgD9Y-kqDnjFTyAyX-bhrU9TmTZ_74S_EUkgSYH3KME6D3KptNp9n6f6mDqzdyS_jJDe6ba9orE0UCLIerWlg5zVIxxT3CHPed_KnxyXbNl78pMOkLDwxwBuA4hcrRu6e0K6Sx5I7HRchyvegzYHYtLj6A02TRN6X1QeOYEwv3166wTuLKrSZhjqTZVndNdzmHCej4BtzPgvueL1hBtMgzyu7aFLBRKXsouylg7mgg
C1_376420000A_000234,頭城老街,ChIJZZ9djkL3ZzQRF9H_SPRrAfo,頭城老街,3.9,9254,"['tourist_attraction', 'point_of_interest', 'establishment']",261台灣宜蘭縣頭城鎮和平街,121.8241581,24.8569701,OPERATIONAL,{'open_now': True},AeeoHcIcDmesAzcidvfx9DRRCkH5npG-Zj9m3jI0dlX0E7-SL84WWJehtNnl4HutFsHxkZK7FCOM460Ok-XUw8sTj1QdKuvqac8Ts1e6zK2jFD43-WPvnC1w9G1bYKVHE7AQ8NFkjHgZG6xyIDi977RaYfrPEw8MFqXmCS3CeSlndagvtBJTwe6K_qNtaXXTcihyZvjRiy1qStJnapc_qOwNwBIMGaY0gBB-jUaUuD9mXuNQuhzlbfU3_9rSDKrH-S_Qs0uxEqQgNB-m5ar7zUrwLBigLfY6JXQjpU4ox0i9iyfm7S2m8TU
C1_376420000A_000247,羅東運動公園,ChIJE4WsL53mZzQRm2HtxX4Hotk,羅東運動公園,4.6,9567,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",265台灣宜蘭縣羅東鎮公正路666號,121.7531973,24.6829214,OPERATIONAL,{'open_now': True},AeeoHcLSn1RChhBwsQB4pL6d5gMB9U7POWD97W2eBs8bk85wvUYLcYV_OKRRZNdMhgyOlKfGIkN01LV8BiOJrz1npkujNjfi8q_ydx4QhVz7xRKtscul3ig_oMRWkWejkGRuAXVOjHB_tJaK79YzgfmGF3xkscBO1NSmslS8tnzZZivknUC2Yrs-DaurGia0h8YoL6NHRINZaAdHJBhAgEW79ASnJQAg2HIYnHNP39W7x_v1yvgyoLZUZfAc3ebkk23774IoAfMY56rOY5huVe2CtlCiSPP8380uyU6G1PA3YNS6ctUaPM0
C1_376420000A_000248,宜蘭河濱公園,ChIJJSKrw9PkZzQRGHa6tlIuCeQ,宜蘭河濱公園,4.3,2280,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",260台灣宜蘭縣宜蘭市環河東路,121.7562333,24.7648206,OPERATIONAL,{'open_now': True},AeeoHcItOBVteUum-uxCGU-A1E3Qp3rb7Bp8Eyjm_66UJvlUXe_X_sDHWJ9DV-UIswIUr8tn-q10gN3qvNf5069E6635Gc2AkHqwX3n_nIlLUIFLvDcBk05qGEvTkMncMDJJkzhpuYyoIMRsntIT3jxQBZm86HlWaPXN_1U9k3ZykrSkW4zwVwBzS9oMaPM_bHVGqLK9lt77JxlSBGLhtdBmUMQztzhYwEK7tSmFr45Sf2FPS5NDbo0dLNbxcUlYmp2EMM_h8wWFDa8m7exCNw9_A7U9tC8PVNyytMZ5HdVSFu1UAG3NFpgn7Ivx_TSG3siEbljGfLubyIgCQmgFlnDJc6bjc5xECmioQD1bpLA4h21AnReDNkLkrGnNJx7zHFkTe9adS2PwOkU2jlNLNNVqDZcCQvZrYWnjo0SlRJlHUuXGoWnU5H3haC0CpYzOF5vfrjK7ddTJ9zO3CETW3yRA-nayc-j_xFRRwuKNEH5fYIUyW_cO5oNiVpKseAgLaO0Fn21VGWDljRMvIOTzUnp9W0ZDM_74SYSgiGEeXjxRRSOL66WsWX16ua9yD_HAj7M_2Cldsw
C1_376420000A_000251,清水地熱公園,ChIJVVVVVRVxaDQRDc3Y8MyRVlE,清水地熱公園,4.4,22764,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",267台灣宜蘭縣大同鄉三星路八段501巷150號,121.6365653,24.6118089,OPERATIONAL,{'open_now': True},AeeoHcKwQ7uLrMA9_Oc-FuojnlOFWByZi5_oWCV-5v6rLz6yADneq4DJTVA1aFJJjECJ8KdIEMv7RhlHQHSCZND3UCD-8OsjPxVFVJk1nVVWCo0nNr3TSR_R82L3xA_cuje1U6cy59VR4jSwaqbmk0zyzfQxeXNOgHd0xeFWuy6tFK279r404oZStvB7e6-B2uYPc0F6ej7ZcHgftM3z3Mzyu4DOaTghTz6Hvcetn7DdAolocMRphxbzLx7Mq9_QslMUVrnihweSsu9vy8mm9M6UOuuq_hvRBEkm1Ns0HRXNIMYoF-Md6O8
C1_376420000A_000253,石牌縣界公園,ChIJt1mRK3X5ZzQRB8RVEtf6ELQ,石牌縣界公園,4.5,3357,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",232台灣宜蘭縣坪林區頭城鎮北宜公路56.5km處,121.7752298,24.8650075,OPERATIONAL,{'open_now': True},AeeoHcImvyJ47ILIK7ec-AVqK0OsvY9gj86XM3Eig5cgecF_ujt8z-755Fs9ph-V2TidV1K4xsnu9srcqeJaCGeuAeeDY51VRnYqeIxUY-L4PhObHWUjoct1cw9piv2_Y8Q93tMpl_3zC1rXEvPxV61VHTGg3oXT_41lcT6gGqNJQaMyL_xWIpL2cH_xToquvjf20t15KsF7V99XpD0EJbKCeJxI6AhNZnsAykrw94dPMupcQE6jNp2ppnREIFzYdtiioJ_z5jqqA_yAqTpOxGX-T7o7allS3OMmoaKsf12V80-d-zr84Bz1DcrxzJdiRoLNU5EQPcMryMY0Adiyzvwq57PWkFQuPG5cb5qbY7MeFD5_5ffUO63qm2HO34CeQnHQlbUCwOMWqT0UyJ94XoHzWeXmBtBCGgYoZG_yVPuEYgR9ueA4g13QQ_DGDyERErFe8b3GHnJQOz5rHXlJQdJcdOxO0yM0Tb9b8BgADKmx8kRBZpCcyuVsTfaNUQOsGL_divh4lGkZ7He2wDzOdpIQxiakic8zzhZuU6FpnPjTqhEJdu4e9BCWyCIdw-Qgj0Fn6Bcyf8fn
C1_376420000A_000254,中興文化創意園區,ChIJkYBhy83lZzQRyqzQY4ByOGQ,中興文化創意園區,4.2,11100,"['museum', 'point_of_interest', 'establishment']",268台灣宜蘭縣五結鄉中正路二段6之8號,121.7710752,24.6942978,OPERATIONAL,{'open_now': True},AeeoHcJAzI3lqJe63Wv5puihfEdp927lJivcAbwqEm2UfJJ8BusQDFiI0tJUP_C9ZAwJA5s1rA3tQiJRvQH6ZLqcmUoRdl08qpEImq-KIq3QToyAx27yAvhD7z0lBAdQBWdpEFQIrYzGJSP-vpNstzlwgn6G4elLPAFOknJT2eInZxxDLssljWlz521PPZKGPueJZMJaJkHmmKit8t3kttIlfu0dDOEcfhI6SAD3Q3gICAeraXfPuqkwXth537a6xJQrjZH-6P2ovuIN4fJQVglZAIiTKmCtAhjaui1ua6cTz9jaT-yT1dw
