vil_zh,vil_en
綠莊巷,LUZHUANG LN.
綠堤里,LUTI VIL.
維仁里,WEIREN VIL.
維仁巷,WEIREN LN.
維生里,WEISHENG VIL.
維祥里,WEIXIANG VIL.
維揚里,WEIYANG VIL.
維新里,WEIXIN VIL.
維新巷,WEIXIN LN.
維德里,WEIDE VIL.
網紗里,WANGSHA VIL.
網溪里,WANGXI VIL.
網寮村,WANGLIAO VIL.
網寮里,WANGLIAO VIL.
翠山里,CUISHAN VIL.
翠岱里,CUIDAI VIL.
翠屏里,CUIPING VIL.
翠屏巷,CUIPING LN.
翠華村,CUIHUA VIL.
翠華巷,CUIHUA LN.
聚安里,JU’AN VIL.
聚盛里,JUSHENG VIL.
聚葉里,JUYE VIL.
聚興里,JUXING VIL.
臺西村,TAIXI VIL.
舞台巷,WUTAI LN.
舞鶴村,WUHE VIL.
蒜東村,SUANDONG VIL.
蒜南村,SUANNAN VIL.
蒜頭村,SUANTOU VIL.
蓁巷村,ZHENXIANG VIL.
豪傑一巷,HAOJIE 1ST LN.
豪傑二巷,HAOJIE 2ND LN.
賓茂村,BINMAO VIL.
賓朗村,BINLANG VIL.
趙甲里,ZHAOJIA VIL.
銀中巷,YINZHONG LN.
銀光巷,YINGUANG LN.
銀同里,YINTONG VIL.
銀聯一巷,YINLIAN 1ST LN.
銀聯二巷,YINLIAN 2ND LN.
銀聯三巷,YINLIAN 3RD LN.
銅山二巷,TONGSHAN 2ND LN.
銅山里,TONGSHAN VIL.
銅安里,TONG’AN VIL.
銅門村,TONGMEN VIL.
銅鏡村,TONGJING VIL.
銅鑼村,TONGLUO VIL.
銘昌巷,MINGCHANG LN.
銘德里,MINGDE VIL.
閤興一巷,GEXING 1ST LN.
閤興二巷,GEXING 2ND LN.
閤興三巷,GEXING 3RD LN.
餉潭村,XIANGTAN VIL.
鳳山村,FENGSHAN VIL.
鳳山里,FENGSHAN VIL.
鳳山巷,FENGSHAN LN.
鳳仁里,FENGREN VIL.
鳳北里,FENGBEI VIL.
鳳西巷,FENGXI LN.
鳳坑村,FENGKENG VIL.
鳳明村,FENGMING VIL.
鳳東里,FENGDONG VIL.
鳳林里,FENGLIN VIL.
鳳芸里,FENGYUN VIL.
鳳信里,FENGXIN VIL.
鳳南里,FENGNAN VIL.
鳳厝巷,FENGCUO LN.
鳳宮里,FENGGONG VIL.
鳳凰村,FENGHUANG VIL.
鳳凰里,FENGHUANG VIL.
鳳崗里,FENGGANG VIL.
鳳祥里,FENGXIANG VIL.
鳳智里,FENGZHI VIL.
鳳森里,FENGSEN VIL.
鳳雄里,FENGXIONG VIL.
鳳源里,FENGYUAN VIL.
鳳義里,FENGYI VIL.
鳳福里,FENGFU VIL.
鳳鳴里,FENGMING VIL.
鳳鳴巷,FENGMING LN.
鳳儀巷,FENGYI LN.
鳳興里,FENGXING VIL.
鳳龍巷,FENGLONG LN.
鳳禮里,FENGLI VIL.
鳳鵬巷,FENGPENG LN.
鳴鳳村,MINGFENG VIL.
鳶山里,YUANSHAN VIL.
鼻頭里,BITOU VIL.
齊家巷,QIJIA LN.
億載里,YIZAI VIL.
劉厝村,LIUCUO VIL.
劉厝里,LIUCUO VIL.
劉厝巷,LIUCUO LN.
劉家里,LIUJIA VIL.
劍潭里,JIANTAN VIL.
增進巷,ZENGJIN LN.
墨林里,MOLIN VIL.
墩北里,DUNBEI VIL.
墩西里,DUNXI VIL.
墩東里,DUNDONG VIL.
墩南里,DUNNAN VIL.
寬士村,KUANSHI VIL.
寮中巷,LIAOZHONG LN.
寮北巷,LIAOBEI LN.
寮地巷,LIAODI LN.
寮部里,LIAOBU VIL.
寮頂村,LIAODING VIL.
層林里,CENGLIN VIL.
履豐村,LUFENG VIL.
廟口巷,MIAOKOU LN.
廟北里,MIAOBEI VIL.
廟東里,MIAODONG VIL.
廟東巷,MIAODONG LN.
廟前巷,MIAOQIAN LN.
廟巷,MIAO LN.
廟後巷,MIAOHOU LN.
廟美里,MIAOMEI VIL.
廟邊巷,MIAOBIAN LN.
廠區一巷,CHANGQU 1ST LN.
廠區二巷,CHANGQU 2ND LN.
廣一巷,GUANG 1ST LN.
廣二巷,GUANG 2ND LN.
廣三巷,GUANG 3RD LN.
廣山里,GUANGSHAN VIL.
廣仁里,GUANGREN VIL.
廣民里,GUANGMIN VIL.
廣安村,GUANG’AN VIL.
廣安里,GUANG’AN VIL.
廣州里,GUANGZHOU VIL.
廣成里,GUANGCHENG VIL.
廣成巷,GUANGCHENG LN.
廣西巷,GUANGXI LN.
廣利巷,GUANGLI LN.
廣居里,GUANGJU VIL.
廣昌里,GUANGCHANG VIL.
廣明里,GUANGMING VIL.
廣東巷,GUANGDONG LN.
廣林里,GUANGLIN VIL.
廣原村,GUANGYUAN VIL.
廣益巷,GUANGYI LN.
廣盛村,GUANGSHENG VIL.
廣惠一巷,GUANGHUI 1ST LN.
廣惠二巷,GUANGHUI 2ND LN.
廣惠三巷,GUANGHUI 3RD LN.
廣隆里,GUANGLONG VIL.
廣新里,GUANGXIN VIL.
廣溝村,GUANGGOU VIL.
廣達里,GUANGDA VIL.
廣福村,GUANGFU VIL.
廣福里,GUANGFU VIL.
廣福巷,GUANGFU LN.
廣德里,GUANGDE VIL.
廣澤里,GUANGZE VIL.
廣興村,GUANGXING VIL.
廣興里,GUANGXING VIL.
廣興巷,GUANGXING LN.
廣應里,GUANGYING VIL.
德山巷,DESHAN LN.
德仁里,DEREN VIL.
德化里,DEHUA VIL.
德文村,DEWEN VIL.
德文巷,DEWEN LN.
德北里,DEBEI VIL.
德生里,DESHENG VIL.
德光里,DEGUANG VIL.
德光巷,DEGUANG LN.
德安里,DE’AN VIL.
德安巷,DE’AN LN.
德成村,DECHENG VIL.
德成巷,DECHENG LN.
德行里,DEXING VIL.
德西里,DEXI VIL.
德協村,DEXIE VIL.
德和村,DEHE VIL.
德和里,DEHE VIL.
德和巷,DEHE LN.
德旺巷,DEWANG LN.
德昌里,DECHANG VIL.
德東里,DEDONG VIL.
德松里,DESONG VIL.
德林巷,DELIN LN.
德武里,DEWU VIL.
德厚里,DEHOU VIL.
德政里,DEZHENG VIL.
德春巷,DECHUN LN.
德美巷,DEMEI LN.
德茂里,DEMAO VIL.
德音里,DEYIN VIL.
德家里,DEJIA VIL.
德泰里,DETAI VIL.
德高里,DEGAO VIL.
德望里,DEWANG VIL.
德盛村,DESHENG VIL.
德智里,DEZHI VIL.
德華里,DEHUA VIL.
德陽村,DEYANG VIL.
德隆里,DELONG VIL.
德義里,DEYI VIL.
德榮村,DERONG VIL.
德翠里,DECUI VIL.
德鄰巷,DELIN LN.
德興村,DEXING VIL.
德興里,DEXING VIL.
德興巷,DEXING LN.
德穗里,DESUI VIL.
慕義巷,MUYI LN.
慧音巷,HUIYIN LN.
慶平巷,QINGPING LN.
慶安里,QING’AN VIL.
慶成一巷,QINGCHENG 1ST LN.
慶成七巷,QINGCHENG 7TH LN.
慶成二巷,QINGCHENG 2ND LN.
慶成三巷,QINGCHENG 3RD LN.
慶成五巷,QINGCHENG 5TH LN.
慶成六巷,QINGCHENG 6TH LN.
慶成四巷,QINGCHENG 4TH LN.
慶西里,QINGXI VIL.
慶和巷,QINGHE LN.
慶昌里,QINGCHANG VIL.
慶東里,QINGDONG VIL.
慶春里,QINGCHUN VIL.
慶春巷,QINGCHUN LN.
慶苑巷,QINGYUAN LN.
慶隆巷,QINGLONG LN.
慶福里,QINGFU VIL.
慶興一巷,QINGXING 1ST LN.
慶興二巷,QINGXING 2ND LN.
慶興三巷,QINGXING 3RD LN.
慶豐村,QINGFENG VIL.
樂一里,LE 1ST VIL.
樂山里,LESHAN VIL.
樂水村,LESHUI VIL.
樂生巷,LESHENG LN.
樂田巷,LETIAN LN.
樂合里,LEHE VIL.
樂成里,LECHENG VIL.
樂利里,LELI VIL.
樂利巷,LELI LN.
樂英里,LEYING VIL.
樂康里,LEKANG VIL.
樂野村,LEYE VIL.
樂善里,LESHAN VIL.
樂華村,LEHUA VIL.
樂園巷,LEYUAN LN.
樂群巷,LEQUN LN.
樓厝里,LOUCUO VIL.
樟山巷,ZHANGSHAN LN.
樟公北巷,ZHANGGONG N. LN.
樟公巷,ZHANGGONG LN.
樟文里,ZHANGWEN VIL.
樟林里,ZHANGLIN VIL.
樟原村,ZHANGYUAN VIL.
樟湖村,ZHANGHU VIL.
樟新里,ZHANGXIN VIL.
樟腳里,ZHANGJIAO VIL.
樟樹村,ZHANGSHU VIL.
樟樹里,ZHANGSHU VIL.
模乳巷,MORU LN.
模範市場一巷,MOFAN MARKET 1ST LN.
模範市場二巷,MOFAN MARKET 1ST LN.
模範巷,MOFAN LN.
潘厝巷,PANCUO LN.
潘厝橫巷,PANCUO SIDE LN.
潛園里,QIANYUAN VIL.
潭大村,TANDA VIL.
潭中巷,TANZHONG LN.
潭仔巷,TANZAI LN.
潭北里,TANBEI VIL.
潭北巷,TANBEI LN.
潭安里,TAN’AN VIL.
潭西村,TANXI VIL.
潭秀里,TANXIU VIL.
潭秀巷,TANXIU LN.
潭底里,TANDI VIL.
潭東村,TANDONG VIL.
潭南村,TANNAN VIL.
潭南巷,TANNAN LN.
潭頂里,TANDING VIL.
潭陽里,TANYANG VIL.
潭腰巷,TANYAO LN.
潭墘村,TANQIAN VIL.
潭墘里,TANQIAN VIL.
潭頭村,TANTOU VIL.
潭頭里,TANTOU VIL.
潭邊村,TANBIAN VIL.
潭邊里,TANBIAN VIL.
潮州里,CHAOZHOU VIL.
潮洋村,CHAOYANG VIL.
潮洋里,CHAOYANG VIL.
潮厝村,CHAOCUO VIL.
潮寮里,CHAOLIAO VIL.
澄山里,CHENGSHAN VIL.
澄清巷,CHENGQING LN.
盤山村,PANSHAN VIL.
碼頭巷,MATOU LN.
磐石里,PANSHI VIL.
稻香村,DAOXIANG VIL.
稻香里,DAOXIANG VIL.
穀興里,GUXING VIL.
線西村,XIANXI VIL.
緞繻村,DUANXU VIL.
蓬萊村,PENGLAI VIL.
蓬萊里,PENGLAI VIL.
蓮生巷,LIANSHENG LN.
蓮庵里,LIAN’AN VIL.
蓮華巷,LIANHUA LN.
蓮潭里,LIANTAN VIL.
蓮潭南一巷,LIANTAN S. 1ST LN.
蓮蕉巷,LIANJIAO LN.
蔗部里,ZHEBU VIL.
蔡厝村,CAICUO VIL.
蔡厝巷,CAICUO LN.
蔦松村,NIAOSONG VIL.
蔦松里,NIAOSONG VIL.
衛武里,WEIWU VIL.
衛國里,WEIGUO VIL.
調和巷,DIAOHE LN.
談文村,TANWEN VIL.
論子巷,LUNZI LN.
賜福里,SIFU VIL.
賢文里,XIANWEN VIL.
賢北里,XIANBEI VIL.
賢孝里,XIANXIAO VIL.
賢庵里,XIAN’AN VIL.
賢德巷,XIANDE LN.
輝興巷,HUIXING LN.
鄧公里,DENGGONG VIL.
鄭厝巷,ZHENGCUO LN.
鄰江里,LINJIANG VIL.
霄裡里,XIAOLI VIL.
震華巷,ZHENHUA LN.
鞍山巷,ANSHAN LN.
鞍平巷,ANPING LN.
養豬場巷,YANGZHUCHANG LN.
鬧市巷,NAOSHI LN.
黎元里,LIYUAN VIL.
黎平里,LIPING VIL.
黎安里,LI’AN VIL.
黎孝里,LIXIAO VIL.
黎和里,LIHE VIL.
黎和巷,LIHE LN.
黎忠里,LIZHONG VIL.
黎明村,LIMING VIL.
黎明里,LIMING VIL.
黎明巷,LIMING LN.
黎順里,LISHUN VIL.
墾丁里,KENDING VIL.
墾地里,KENDI VIL.
奮起里,FENQI VIL.
學士里,XUESHI VIL.
學子巷,XUEZI LN.
學田村,XUETIAN VIL.
學田里,XUETIAN VIL.
學成里,XUECHENG VIL.
學府二巷,XUEFU 2ND LN.
學府里,XUEFU VIL.
學府巷,XUEFU LN.
學東里,XUEDONG VIL.
學園巷,XUEYUAN LN.
導明里,DAOMING VIL.
憲德市場巷,XIANDE MARKET LN.
憲德戲院巷,XIANDE THEATER LN.
擇仁里,ZEREN VIL.
樹人里,SHUREN VIL.
樹人巷,SHUREN LN.
樹下里,SHUXIA VIL.
樹王里,SHUWANG VIL.
樹北里,SHUBEI VIL.
樹田巷,SHUTIAN LN.
樹西里,SHUXI VIL.
樹東里,SHUDONG VIL.
樹林里,SHULIN VIL.
樹南里,SHUNAN VIL.
樹湖村,SHUHU VIL.
樹義一巷,SHUYI 1ST LN.
樹義二巷,SHUYI 2ND LN.
樹義五巷,SHUYI 5TH LN.
樹義六巷,SHUYI 6TH LN.
樹義里,SHUYI VIL.
樹腳村,SHUJIAO VIL.
樹腳里,SHUJIAO VIL.
樹寧巷,SHUNING LN.
樹福里,SHUFU VIL.
樹德一巷,SHUDE 1ST LN.
樹德二巷,SHUDE 2ND LN.
樹德三巷,SHUDE 3RD LN.
樹德四巷,SHUDE 4TH LN.
樹德里,SHUDE VIL.
樹德巷,SHUDE LN.
樹興里,SHUXING VIL.
橋仔村,QIAOZAI VIL.
橋北里,QIAOBEI VIL.
橋北巷,QIAOBEI LN.
橋東里,QIAODONG VIL.
橋南里,QIAONAN VIL.
橋南巷,QIAONAN LN.
橋頭一巷,QIAOTOU 1ST LN.
橋頭村,QIAOTOU VIL.
橋頭里,QIAOTOU VIL.
橋頭巷,QIAOTOU LN.
橋邊巷,QIAOBIAN LN.
機場巷,JICHANG LN.
橫一巷,SIDE 1ST LN.
橫山一巷,HENGSHAN 1ST LN.
橫山二巷,HENGSHAN 2ND LN.
橫山三巷,HENGSHAN 3RD LN.
橫山村,HENGSHAN VIL.
橫山里,HENGSHAN VIL.
橫圳巷,HENGZUN LN.
橫坑巷,HENGKENG LN.
橫屏巷,HENGPING LN.
橫巷,SIDE LN.
橫科里,HENGKE VIL.
橫峰里,HENGFENG VIL.
橫通巷,HENGTONG LN.
橫街后巷,HENGJIEHOU LN.
橫街巷,HENGJIE LN.
橫溪巷,HENGXI LN.
橫路里,HENGLU VIL.
橫礁村,HENGJIAO VIL.
歷坵村,LIQIU VIL.
澤仁里,ZEREN VIL.
澳花村,AOHUA VIL.
濁水村,ZHUOSHUI VIL.
濁水巷,ZHUOSHUI LN.
濂洞里,LIANDONG VIL.
濂新里,LIANXIN VIL.
燄溫村,YANWEN VIL.
燒水巷,SHAOSHUI LN.
燕霧巷,YANWU LN.
獨鰲村,DU’AO VIL.
盧厝里,LUCUO VIL.
磚井里,ZHUANJING VIL.
磚嗂里,ZHUANYAO VIL.
磚寮村,ZHUANLIAO VIL.
磚廠巷,ZHUANCHANG LN.
磨坑巷,MOKENG LN.
積善里,JISHAN VIL.
積穗里,JISUI VIL.
穎川里,YINGCHUAN VIL.
築港巷,ZHUGANG LN.
篤加里,DUJIA VIL.
篤行里,DUXING VIL.
篤農里,DUNONG VIL.
篤實巷,DUSHI LN.
糖友里,TANGYOU VIL.
糖南巷,TANGNAN LN.
糖部里,TANGBU VIL.
糖廠巷,TANGCHANG LN.
縣口里,XIANKOU VIL.
縣庄村,XIANZHUANG VIL.
縣府一巷,XIANFU 1ST LN.
縣府二巷,XIANFU 2ND LN.
縣府四巷,XIANFU 4TH LN.
縣衙里,XIANYA VIL.
興山里,XINGSHAN VIL.
興中一巷,XINGZHONG 1ST LN.
興中二巷,XINGZHONG 2ND LN.
興中三巷,XINGZHONG 3RD LN.
興中村,XINGZHONG VIL.
興中里,XINGZHONG VIL.
興中巷,XINGZHONG LN.
興仁一巷,XINGREN 1ST LN.
興仁村,XINGREN VIL.
興仁里,XINGREN VIL.
興化里,XINGHUA VIL.
興化巷,XINGHUA LN.
興北里,XINGBEI VIL.
興北巷,XINGBEI LN.
興台里,XINGTAI VIL.
興市巷,XINGSHI LN.
興平里,XINGPING VIL.
興民巷,XINGMIN LN.
興田里,XINGTIAN VIL.
興光里,XINGGUANG VIL.
興全村,XINGQUAN VIL.
興安村,XING’AN VIL.
興安里,XING’AN VIL.
興西巷,XINGXI LN.
興村里,XINGCUN VIL.
興邦里,XINGBANG VIL.
興亞里,XINGYA VIL.
興和里,XINGHE VIL.
興和巷,XINGHE LN.
興宗里,XINGZONG VIL.
興旺里,XINGWANG VIL.
興旺巷,XINGWANG LN.
興昌村,XINGCHANG VIL.
興昌里,XINGCHANG VIL.
興昌巷,XINGCHANG LN.
興東里,XINGDONG VIL.
興東巷,XINGDONG LN.
興南村,XINGNAN VIL.
興南里,XINGNAN VIL.
興南巷,XINGNAN LN.
興珍里,XINGZHEN VIL.
興美二巷,XINGMEI 2ND LN.
興美里,XINGMEI VIL.
興家里,XINGJIA VIL.
興峰巷,XINGFENG LN.
興桐村,XINGTONG VIL.
興泰里,XINGTAI VIL.
興海巷,XINGHAI LN.
興國里,XINGGUO VIL.
興得里,XINGDE VIL.
興善巷,XINGSHAN LN.
興華村,XINGHUA VIL.
興華里,XINGHUA VIL.
興華巷,XINGHUA LN.
興貴村,XINGGUI VIL.
興隆村,XINGLONG VIL.
興隆里,XINGLONG VIL.
興隆巷,XINGLONG LN.
興雅里,XINGYA VIL.
興新里,XINGXIN VIL.
興楠橫巷,XINGNAN SIDE LN.
興業里,XINGYE VIL.
興業巷,XINGYE LN.
興義巷,XINGYI LN.
興農村,XINGNONG VIL.
興農里,XINGNONG VIL.
興農巷,XINGNONG LN.
興達巷,XINGDA LN.
興寧巷,XINGNING LN.
興榮里,XINGRONG VIL.
興漁里,XINGYU VIL.
興漢里,XINGHAN VIL.
興福里,XINGFU VIL.
興寮里,XINGLIAO VIL.
興德里,XINGDE VIL.
興德巷,XINGDE LN.
興樂里,XINGLE VIL.
興樹巷,XINGSHU LN.
興龍一巷,XINGLONG 1ST LN.
興龍七巷,XINGLONG 7TH LN.
興龍八巷,XINGLONG 8TH LN.
興龍三巷,XINGLONG 3RD LN.
興龍五巷,XINGLONG 5TH LN.
興龍六巷,XINGLONG 6TH LN.
興龍村,XINGLONG VIL.
興龍里,XINGLONG VIL.
興豐山莊東一巷,"E. 1ST LN., XINGFENGSHANZHUANG"
興豐山莊東七巷,"E. 7TH LN., XINGFENGSHANZHUANG"
興豐山莊東九巷,"E. 9TH LN., XINGFENGSHANZHUANG"
興豐山莊東二巷,"E. 2ND LN., XINGFENGSHANZHUANG"
興豐山莊東三巷,"E. 3RD LN., XINGFENGSHANZHUANG"
興豐山莊東五巷,"E. 5TH LN., XINGFENGSHANZHUANG"
興豐山莊東四巷,"E. 4TH LN., XINGFENGSHANZHUANG"
興豐里,XINGFENG VIL.
蕃薯村,FANSHU VIL.
蕃薯里,FANSHU VIL.
蕉市巷,JIAOSHI LN.
蕉埔里,JIAOPU VIL.
蕉埔巷,JIAOPU LN.
蕉園里,JIAOYUAN VIL.
螢圃里,YINGPU VIL.
螢雪里,YINGXUE VIL.
親仁里,QINREN VIL.
親和巷,QINHE LN.
親愛村,QIN’AI VIL.
豫溪里,YUXI VIL.
賴仲里,LAIZHONG VIL.
賴村里,LAICUN VIL.
賴旺里,LAIWANG VIL.
賴明里,LAIMING VIL.
賴厝里,LAICUO VIL.
賴厝東巷,LAICUO E. LN.
賴家村,LAIJIA VIL.
賴福里,LAIFU VIL.
賴興里,LAIXING VIL.
錦山里,JINSHAN VIL.
錦中里,JINZHONG VIL.
錦水村,JINSHUI VIL.
錦平里,JINPING VIL.
錦田里,JINTIAN VIL.
錦地巷,JINDI LN.
錦安里,JIN’AN VIL.
錦安巷,JIN’AN LN.
錦江里,JINJIANG VIL.
錦村里,JINCUN VIL.
錦村東二巷,JINCUN E. 2ND LN.
錦和里,JINHE VIL.
錦昌里,JINCHANG VIL.
錦屏村,JINPING VIL.
錦屏里,JINPING VIL.
錦洲里,JINZHOU VIL.
錦泰里,JINTAI VIL.
錦盛里,JINSHENG VIL.
錦眾村,JINZHONG VIL.
錦祥里,JINXIANG VIL.
錦通里,JINTONG VIL.
錦湖里,JINHU VIL.
錦華里,JINHUA VIL.
錦園村,JINYUAN VIL.
錦榮里,JINRONG VIL.
錦德里,JINDE VIL.
錦德巷,JINDE LN.
錦興里,JINXING VIL.
錫安巷,XI’AN LN.
錫板里,XIBAN VIL.
隧道口巷,SUIDAOKOU LN.
靜浦村,JINGPU VIL.
靜湖村,JINGHU VIL.
頭分村,TOUFEN VIL.
頭份里,TOUFEN VIL.
頭庄巷,TOUZHUANG LN.
頭竹村,TOUZHU VIL.
頭汴里,TOUBIAN VIL.
頭坪巷,TOUPING LN.
頭林巷,TOULIN LN.
頭社村,TOUSHE VIL.
頭社里,TOUSHE VIL.
頭前里,TOUQIAN VIL.
頭南里,TOUNAN VIL.
頭屋村,TOUWU VIL.
頭洲里,TOUZHOU VIL.
頭重里,TOUCHONG VIL.
頭家里,TOUJIA VIL.
頭家東里,TOUJIADONG VIL.
頭埤巷,TOUPI LN.
頭崙村,TOULUN VIL.
頭崙里,TOULUN VIL.
頭崙巷,TOULUN LN.
頭張巷,TOUZHANG LN.
頭港里,TOUGANG VIL.
頭湖里,TOUHU VIL.
頭溝里,TOUGOU VIL.
頭溪巷,TOUXI LN.
館中村,GUANZHONG VIL.
館東村,GUANDONG VIL.
館前一巷,GUANQIAN 1ST LN.
館前七巷,GUANQIAN 7TH LN.
館前九巷,GUANQIAN 9TH LN.
館前二巷,GUANQIAN 2ND LN.
館前八巷,GUANQIAN 8TH LN.
館前三巷,GUANQIAN 3RD LN.
館前五巷,GUANQIAN 5TH LN.
館前六巷,GUANQIAN 6TH LN.
館前巷,GUANQIAN LN.
館南村,GUANNAN VIL.
館華巷,GUANHUA LN.
鴨寮里,YALIAO VIL.
龍子里,LONGZI VIL.
龍山村,LONGSHAN VIL.
龍山里,LONGSHAN VIL.
龍山巷,LONGSHAN LN.
龍川里,LONGCHUAN VIL.
龍井村,LONGJING VIL.
龍井里,LONGJING VIL.
龍友里,LONGYOU VIL.
龍文巷,LONGWEN LN.
龍水里,LONGSHUI VIL.
龍平里,LONGPING VIL.
龍生里,LONGSHENG VIL.
龍田一巷,LONGTIAN 1ST LN.
龍田二巷,LONGTIAN 2ND LN.
龍田三巷,LONGTIAN 3RD LN.
龍田村,LONGTIAN VIL.
龍田里,LONGTIAN VIL.
龍目井巷,LONGMUJING LN.
龍目里,LONGMU VIL.
龍光里,LONGGUANG VIL.
龍安村,LONG’AN VIL.
龍安里,LONG’AN VIL.
龍安巷,LONG’AN LN.
龍成里,LONGCHENG VIL.
龍江里,LONGJIANG VIL.
龍西里,LONGXI VIL.
龍坑里,LONGKENG VIL.
龍肚里,LONGDU VIL.
龍坡里,LONGPO VIL.
龍岡里,LONGGANG VIL.
龍岩村,LONGYAN VIL.
龍昇村,LONGSHENG VIL.
龍昌里,LONGCHANG VIL.
龍東里,LONGDONG VIL.
龍門村,LONGMEN VIL.
龍門里,LONGMEN VIL.
龍門巷,LONGMEN LN.
龍星里,LONGXING VIL.
龍泉村,LONGQUAN VIL.
龍泉里,LONGQUAN VIL.
龍泉巷,LONGQUAN LN.
龍洋巷,LONGYANG LN.
龍洞村,LONGDONG VIL.
龍津里,LONGJIN VIL.
龍洲里,LONGZHOU VIL.
龍埔里,LONGPU VIL.
龍恩里,LONG’EN VIL.
龍陣里,LONGZHEN VIL.
龍崗里,LONGGANG VIL.
龍淵里,LONGYUAN VIL.
龍眼村,LONGYAN VIL.
龍祥里,LONGXIANG VIL.
龍船里,LONGCHUAN VIL.
龍港村,LONGGANG VIL.
龍湖里,LONGHU VIL.
龍華里,LONGHUA VIL.
龍蛟村,LONGJIAO VIL.
龍雲里,LONGYUN VIL.
龍慈里,LONGCI VIL.
龍源里,LONGYUAN VIL.
龍圖里,LONGTU VIL.
龍壽里,LONGSHOU VIL.
龍福里,LONGFU VIL.
龍翠里,LONGCUI VIL.
龍鳳里,LONGFENG VIL.
龍鳳巷,LONGFENG LN.
龍德村,LONGDE VIL.
龍德里,LONGDE VIL.
龍潭村,LONGTAN VIL.
龍潭里,LONGTAN VIL.
龍學里,LONGXUE VIL.
龍興里,LONGXING VIL.
龍興巷,LONGXING LN.
龍濱里,LONGBIN VIL.
龍鎮里,LONGZHEN VIL.
龍騰村,LONGTENG VIL.
龍灣巷,LONGWAN LN.
龍鑾巷,LONGLUAN LN.
龜山里,GUISHAN VIL.
龜山巷,GUISHAN LN.
龜丹里,GUIDAN VIL.
龜吼里,GUIHOU VIL.
龜洞里,GUIDONG VIL.
龜殼里,GUIKE VIL.
龜港里,GUIGANG VIL.
勵行里,LIXING VIL.
嶺南里,LINGNAN VIL.
嶺頂里,LINGDING VIL.
嶺頂巷,LINGDING LN.
嶺腳里,LINGJIAO VIL.
彌仁里,MIREN VIL.
彌陀里,MITUO VIL.
彌靖里,MIJING VIL.
彌壽里,MISHOU VIL.
戲院巷,THEATER LN.
檜木巷,KUAIMU LN.
檨子里,SHEZI VIL.
檨林里,SHELIN VIL.
檨林巷,SHELIN LN.
檨腳里,SHEJIAO VIL.
濕水子巷,SHISHUIZI LN.
濟公巷,JIGONG LN.
濟南里,JINAN VIL.
濫坑里,LANKENG VIL.
營子巷,YINGZI LN.
營北里,YINGBEI VIL.
營西里,YINGXI VIL.
營林巷,YINGLIN LN.
營前里,YINGQIAN VIL.
營前巷,YINGQIAN LN.
營南里,YINGNAN VIL.
營埔里,YINGPU VIL.
營埔巷,YINGPU LN.
營頂里,YINGDING VIL.
營福里,YINGFU VIL.
營盤里,YINGPAN VIL.
營盤巷,YINGPAN LN.
環山一巷,HUANSHAN 1ST LN.
環山二巷,HUANSHAN 2ND LN.
環山三巷,HUANSHAN 3RD LN.
環河里,HUANHE VIL.
環湖里,HUANHU VIL.
環龍二巷,HUANLONG 2ND LN.
環龍五巷,HUANLONG 5TH LN.
環龍四巷,HUANLONG 4TH LN.
磯崎村,JIQI VIL.
磺港里,HUANGGANG VIL.
磺溪里,HUANGXI VIL.
磺潭里,HUANGTAN VIL.
礁坑里,JIAOKENG VIL.
礁溪里,JIAOXI VIL.
總榮里,ZONGRONG VIL.
總頭里,ZONGTOU VIL.
繁昌村,FANCHANG VIL.
繁華村,FANHUA VIL.
繁隆村,FANLONG VIL.
繁榮村,FANRONG VIL.
聯合里,LIANHE VIL.
聯成里,LIANCHENG VIL.
聯邦巷,LIANBANG LN.
聯美村,LIANMEI VIL.
聯福巷,LIANFU LN.
聯翠里,LIANCUI VIL.
聯興里,LIANXING VIL.
臨一巷,LIN 1ST LN.
臨江里,LINJIANG VIL.
臨溪里,LINXI VIL.
薯榔里,SHULANG VIL.
螺潭里,LUOTAN VIL.
謙仁巷,QIANREN LN.
謙正巷,QIANZHENG LN.
謙明巷,QIANMING LN.
講美村,JIANGMEI VIL.
謝安里,XIE’AN VIL.
謝厝村,XIECUO VIL.
謝厝巷,XIECUO LN.
賽嘉村,SAIJIA VIL.
賽嘉巷,SAIJIA LN.
還社里,HAISHE VIL.
霞雲里,XIAYUN VIL.
鴻門巷,HONGMEN LN.
鴻福里,HONGFU VIL.
擺厘里,BAILI VIL.
擺塘村,BAITANG VIL.
擺塘巷,BAITANG LN.
擺塘橫巷,BAITANG SIDE LN.
歸仁里,GUIREN VIL.
歸心里,GUIXIN VIL.
歸南里,GUINAN VIL.
歸國一橫巷,GUIGUO 1ST SIDE LN.
歸國巷,GUIGUO LN.
歸崇村,GUICHONG VIL.
歸智巷,GUIZHI LN.
歸義巷,GUIYI LN.
歸禮巷,GUILI LN.
禮化里,LIHUA VIL.
禮東里,LIDONG VIL.
禮門里,LIMEN VIL.
禮蚵里,LIKE VIL.
禮節巷,LIJIE LN.
禮義巷,LIYI LN.
禮儀里,LIYI VIL.
舊市巷,JIUSHI LN.
舊正里,JIUZHENG VIL.
舊庄村,JIUZHUANG VIL.
舊庄巷,JIUZHUANG LN.
舊佳里,JIUJIA VIL.
舊明里,JIUMING VIL.
舊社村,JIUSHE VIL.
舊社里,JIUSHE VIL.
舊社巷,JIUSHE LN.
舊城里,JIUCHENG VIL.
