food_id,f_name,county,address,rate,geo_loc,gmaps_url,f_type,comm,area
46fefe06-ab7c-4b53-8e94-105d7680f1c4,安賀斯cafe,桃園市,桃園市楊梅區新農街282號,4.3,POINT(24.90986 121.15415),https://www.google.com/maps/place/?q=place_id:ChIJIQ8ECSZ-DhQRps4XAu_N008,餐廳,515,楊梅區
62e52f3c-0756-4fc0-82f0-90b3967fe57a,大麻鍋物大有店,桃園市,桃園市桃園區大有路575號,4.7,POINT(25.01581 121.31669),https://www.google.com/maps/place/?q=place_id:ChIJXdetJUkeaDQRQ-kJQL_3uvc,餐廳,1737,桃園區
e6d6e2f5-2e69-4f39-8dce-bce120891f20,華川宴麻辣火鍋,桃園市,桃園市蘆竹區中正北路635號,4.0,POINT(25.04128 121.27935),https://www.google.com/maps/place/?q=place_id:ChIJAQAAABAfaDQRMyqzEr0yfnU,餐廳,1131,蘆竹區
a865e22c-d701-43bb-b8d3-390a506a1b1f,晶宴會館-桃園館,桃園市,桃園市桃園區南平路166號,4.2,POINT(25.01983 121.30224),https://www.google.com/maps/place/?q=place_id:ChIJL6qos4jdiDMRm_tLVidAKNE,餐廳,2117,桃園區
e852ca28-2715-410e-b2e7-470d2b7216d3,傳香美食館,桃園市,桃園市八德區義勇街92號,4.1,POINT(24.96366 121.30312),https://www.google.com/maps/place/?q=place_id:ChIJ90K_jisfaDQRaaxgnY8QRpw,餐廳,283,八德區
f228e9e0-87e4-4804-91ac-ed639c618917,中平素食之家,桃園市,桃園市中壢區新興路210號,4.1,POINT(24.95351 121.22768),https://www.google.com/maps/place/?q=place_id:ChIJjyKchkgiaDQRPP7tmGOrH7w,餐廳,151,中壢區
bea441c7-30dd-452b-a43e-e4a9cc42643a,山本海產店,桃園市,桃園市大園區港口路7之7號,4.5,POINT(25.11712 121.24506),https://www.google.com/maps/place/?q=place_id:ChIJO410A2yfQjQRpXHc3aIzMiY,餐廳,28,大園區
bf04e9fd-8b76-4af9-a42f-5a4a526b29de,尚品雅宴農莊,桃園市,桃園市新屋區中山西路二段915號,4.4,POINT(24.98350 121.05634),https://www.google.com/maps/place/?q=place_id:ChIJ6UrtuxovaDQRRYmk3lJBlJ8,餐廳,386,新屋區
e92f3ccb-cf44-428b-acf1-be7bb20724a3,Q幼鮮 Qyoushian 大園店,桃園市,桃園市大園區中正東路202號,4.3,POINT(25.06149 121.20319),https://www.google.com/maps/place/?q=place_id:ChIJmZDdDZsgaDQRu1U7ngUhKvc,餐廳,1442,大園區
0804a86f-6183-49bd-9333-0314f9c24cd0,永安61庭園咖啡(生態農場),桃園市,桃園市新屋區濱海路永安段355巷10號,4.1,POINT(24.99245 121.02153),https://www.google.com/maps/place/?q=place_id:ChIJ34p0DfAuaDQRGEaBm5h7esc,餐廳,762,新屋區
078066d6-944c-4507-a954-7ec7c40caf82,Sinnan 12 Homestay,桃園市,桃園市大溪區中山路12號,4.7,POINT(24.88173 121.28707),https://www.google.com/maps/place/?q=place_id:ChIJg0P3tSEYaDQRx0tZaBvlT5A,餐廳,213,大溪區
79c5e0ef-fe2e-4b48-b386-37435db3c475,姚茶館,桃園市,桃園市大溪區和平路91號,4.6,POINT(24.88556 121.28667),https://www.google.com/maps/place/?q=place_id:ChIJLaIWayIYaDQR1sCEIy98ggE,餐廳,228,大溪區
262e9323-6551-4ef0-990a-7c7c2b0f583e,七彩雲南 忠貞店,桃園市,桃園市平鎮區中山路124號,4.2,POINT(24.92751 121.25541),https://www.google.com/maps/place/?q=place_id:ChIJHZBaaociaDQR26GfswSJ91I,餐廳,1001,平鎮區
21678dac-e1e0-47ec-b605-826a58b8f97f,光復雲仙小館,桃園市,桃園市平鎮區中山路168號,4.3,POINT(24.92721 121.25631),https://www.google.com/maps/place/?q=place_id:ChIJMx1LSIciaDQR-_61PzMx7W8,餐廳,356,平鎮區
4e5733a9-17e0-4357-ba24-f3433b5e8abd,阿美金三角點心(忠貞商圈),桃園市,桃園市平鎮區中山路134號,4.4,POINT(24.92749 121.25560),https://www.google.com/maps/place/?q=place_id:ChIJ67aPFYciaDQRerlg1zaV_sg,餐廳,653,平鎮區
ec190559-a814-4600-b567-9f1020079cc5,雲南人家雲泰料理,桃園市,桃園市平鎮區龍江路138號,4.1,POINT(24.92913 121.25735),https://www.google.com/maps/place/?q=place_id:ChIJ9x8kD34iaDQRDGIYlfo9mvk,餐廳,722,平鎮區
2aeaf874-1197-4227-9dfb-805030b2a646,雲南小館,桃園市,桃園市中壢區龍平路181號,4.3,POINT(24.92847 121.25282),https://www.google.com/maps/place/?q=place_id:ChIJT9ALk4ciaDQRV_J_m5PYSbo,餐廳,1375,中壢區
60cf761c-0802-4835-a59c-2054fc41176b,大漢饌雲南拉麵館,桃園市,桃園市中壢區榮民南路890號,4.2,POINT(24.93805 121.25505),https://www.google.com/maps/place/?q=place_id:ChIJv3wJQnoiaDQRyslu4-Fu3m8,餐廳,1096,中壢區
5804b706-1b01-4df8-96cb-c712ec9167e6,老四川巴蜀麻辣燙 桃園店,桃園市,桃園市桃園區大興西路二段34號,4.6,POINT(25.01196 121.29896),https://www.google.com/maps/place/?q=place_id:ChIJxxAjpK8faDQRdsrlp1jWQTA,餐廳,4869,桃園區
4cd66655-03a2-4480-babf-967e2cf66285,【匠骰子牛麻辣麵 · 桃園總店】愛玩客食尚玩家採訪推薦,桃園市,桃園市蘆竹區桃園街95號,4.1,POINT(25.04533 121.29204),https://www.google.com/maps/place/?q=place_id:ChIJFVZR2NgfaDQRQ9KJ9ztlu0Q,餐廳,1605,蘆竹區
37016200-94a8-4757-a9f1-af927a496281,翻轉甜點正光總店,桃園市,桃園市桃園區正光路71巷6號,4.2,POINT(24.99305 121.29493),https://www.google.com/maps/place/?q=place_id:ChIJO62POhAfaDQR_drkExcwnoI,餐廳,1044,桃園區
ccb92fbb-a416-4bba-8e38-3b8e2bf8cd04,進福港式燒臘,桃園市,桃園市桃園區龍安街118號,3.3,POINT(24.99010 121.27996),https://www.google.com/maps/place/?q=place_id:ChIJN7oV2GsfaDQRSXsvEmntUFE,餐廳,394,桃園區
d8786ffb-ac37-4e39-a0ab-46535bf6cd94,森料理桃園店,桃園市,桃園市桃園區經國路336巷86號,4.1,POINT(25.02379 121.30379),https://www.google.com/maps/place/?q=place_id:ChIJH2l6-LUfaDQRSpu3_N94ivg,餐廳,1464,桃園區
eab02ec6-0d8f-4f2a-a2b9-41524349691e,星上星港式飲茶(桃園總店),桃園市,桃園市桃園區經國路288號,4.4,POINT(25.02229 121.30327),https://www.google.com/maps/place/?q=place_id:ChIJbWaK3LUfaDQR7zNlbj8Qnrw,餐廳,4864,桃園區
e7098e6d-58e3-41b6-94c9-283ae7270caf,品香殿潮州砂鍋粥,桃園市,桃園市桃園區南平路546號1樓,4.4,POINT(25.01611 121.29318),https://www.google.com/maps/place/?q=place_id:ChIJdc3xMLsfaDQR2s97dFAI7yE,餐廳,1783,桃園區
8bdbd25b-6a9e-423c-95e1-5c02aeb167e0,TINA廚房,桃園市,桃園市大溪區瑞安路一段175巷55號,4.7,POINT(24.88750 121.28015),https://www.google.com/maps/place/?q=place_id:ChIJe219kIYXaDQRSxfVBOBkgaQ,餐廳,6857,大溪區
1f7e27d9-f364-41ce-8e2a-5df7d5195a56,大麻鍋物 藝文店,桃園市,桃園市桃園區南平路400號,4.8,POINT(25.01765 121.29685),https://www.google.com/maps/place/?q=place_id:ChIJj1lDcwsfaDQRHmibDvTaiNA,餐廳,1706,桃園區
fa49e4a6-4176-42c5-9d4e-46133f9ebb6c,游記百年油飯,桃園市,桃園市大溪區民權路17號,3.8,POINT(24.88411 121.28801),https://www.google.com/maps/place/?q=place_id:ChIJR01hKyIYaDQRQCD0hbGmyUA,餐廳,1297,大溪區
d7b39f99-18af-4b6a-8898-a7ae8225ada3,勝興客棧,苗栗縣,苗栗縣三義鄉勝興村14鄰72號,4.1,POINT(24.38840 120.78213),https://www.google.com/maps/place/?q=place_id:ChIJyzJWaxgEaTQRmaGnIcy5Eqo,餐廳,1049,三義鄉
f971142f-5400-4231-85ff-48c10c175a15,紅棗食府,苗栗縣,苗栗縣公館鄉福基村三鄰45號,4.0,POINT(24.47505 120.83002),https://www.google.com/maps/place/?q=place_id:ChIJO9C_saAAaTQRVzWSj_tpyLk,餐廳,3142,公館鄉
2fd2297c-a7bf-4edb-97a3-2a6ca043a5bb,荷塘居,苗栗縣,苗栗縣公館鄉13鄰332號,4.4,POINT(24.49114 120.82737),https://www.google.com/maps/place/?q=place_id:ChIJaQ9-1mqqaTQRnBOuSuIPP7g,餐廳,741,公館鄉
8ef188d6-eb93-413f-8e91-350ae854cb2a,陳師傅,苗栗縣,苗栗縣公館鄉鶴山村6鄰197之2號,3.9,POINT(24.53512 120.83319),https://www.google.com/maps/place/?q=place_id:ChIJHcW8C76raTQR00W6PNR51V4,餐廳,842,公館鄉
13240db5-921b-45fa-8875-b2383e46e695,棗莊古藝庭園膳坊,苗栗縣,苗栗縣公館鄉館義路43之6號,4.2,POINT(24.48431 120.82055),https://www.google.com/maps/place/?q=place_id:ChIJJY-xchKqaTQRLZoZL6sQRZc,餐廳,8818,公館鄉
ba0d2fa2-0669-4390-99c8-7d92e425bda7,福樂麵店,苗栗縣,苗栗縣公館鄉福基村121號,4.2,POINT(24.47236 120.83031),https://www.google.com/maps/place/?q=place_id:ChIJz53eG_-qaTQRHeJv5vU5wJI,餐廳,5376,公館鄉
efd37c57-1c22-4624-8eef-964db3178e57,鶴山飯館,苗栗縣,苗栗縣公館鄉233號,4.1,POINT(24.53179 120.83173),https://www.google.com/maps/place/?q=place_id:ChIJ4Vmkkb6raTQRRt4bArtVIVY,餐廳,1951,公館鄉
d426dd38-56cd-4c61-ac6a-5e8d78029fc0,時代飯店,苗栗縣,苗栗縣苗栗市民族路251號,4.2,POINT(24.56468 120.81208),https://www.google.com/maps/place/?q=place_id:ChIJx88SWwasaTQRjDUUC_ZV_As,餐廳,92,苗栗市
a4b8d7b1-d849-4d5f-af72-0bf70668e10f,傳家堡餐館,苗栗縣,苗栗縣苗栗市長安街89巷18之1號,4.2,POINT(24.56809 120.82580),https://www.google.com/maps/place/?q=place_id:ChIJexexOy4ZaDQRYxnBP32bblk,餐廳,854,苗栗市
f7e8b9ff-c40e-470d-ab59-9284a68fd19f,吳媽媽創意廚房,苗栗縣,苗栗縣通霄鎮,4.3,POINT(24.49760 120.70666),https://www.google.com/maps/place/?q=place_id:ChIJ_____wAIaTQR-aYKt0G7T6k,餐廳,2413,通霄鎮
