,Acivity_name,Acivity_time,Region,Address,Latlon,Google_Maps_url,Tag,Picture_url,Url
1039,異國饗宴-道地西班牙深度料理課,2025.05.11 (日) 15:30 - 07.15 (二) 19:30,台北市,台灣台北市中山區南京東路一段15號4樓之一,"25.0524149,121.5211938",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E5%8D%97%E4%BA%AC%E6%9D%B1%E8%B7%AF%E4%B8%80%E6%AE%B515%E8%99%9F4%E6%A8%93%E4%B9%8B%E4%B8%80,#西班牙,https://static.accupass.com/eventbanner/2410240709031898705440_P520x260.jpg,https://www.accupass.com/event/2410280501325519776680?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1040,(熟齡交友)05/18(日)14:00【台中大齡單身晚婚聯誼茶會-43歲以上】台中交友|台中相親|交友APP|單身聯誼|中科聯誼|男女1:1|菁英聯誼|未婚二春伴侶|相親|月老|媒人|女早鳥250元,2024.07.21 (日) 00:00 - 2025.12.31 (三) 00:00,台中市,台灣台中市朝馬附近,"24.1693975,120.6312896",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9C%9D%E9%A6%AC%E9%99%84%E8%BF%91,#團體聯誼,https://static.accupass.com/eventbanner/2403261201466495566800_P520x260.jpg,https://www.accupass.com/event/2403261201042136387477?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1041,(台中聯誼)04/27(日)14:00【遇見愛情-未婚聯誼茶會】七年級菁英男年80萬以上+氣質佳人72~8年級(女生免費排約/男女比1:1/找對象/唐果/高效約會/婚友社),2024.02.14 (三) 14:00 - 2025.12.31 (三) 17:00,台中市,台灣台中市靠近市區(活動前夕個別通知),"24.1626492,120.6377279",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E9%9D%A0%E8%BF%91%E5%B8%82%E5%8D%80(%E6%B4%BB%E5%8B%95%E5%89%8D%E5%A4%95%E5%80%8B%E5%88%A5%E9%80%9A%E7%9F%A5),#唐果媒人,https://static.accupass.com/eventbanner/2312300252443019594760_P520x260.jpg,https://www.accupass.com/event/2312300208249218941990?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1042,"政大電影節 叛逃祭 — 04/29（二）《電影狂》NCCU FILM FEST – ""Camera Buff"" (TUE, April 29)",2025.04.29 (二) 19:00 - 21:00,台北市,台灣台北市116文山區指南路二段64號,"24.9874015,121.5733378",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82116%E6%96%87%E5%B1%B1%E5%8D%80%E6%8C%87%E5%8D%97%E8%B7%AF%E4%BA%8C%E6%AE%B564%E8%99%9F,#政大電影節,https://static.accupass.com/eventbanner/2503281806341034369564_P520x260.jpg,https://www.accupass.com/event/2503281825521882812287?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1043,台北昭和町老派約會-5月場,2025.05.11 (日) 13:30 - 17:00,台北市,台灣台北市昭和町市集服務台（永康街60號）,"25.0310414,121.5272609",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E6%98%AD%E5%92%8C%E7%94%BA%E5%B8%82%E9%9B%86%E6%9C%8D%E5%8B%99%E5%8F%B0%EF%BC%88%E6%B0%B8%E5%BA%B7%E8%A1%9760%E8%99%9F%EF%BC%89,#美食約會,https://static.accupass.com/eventbanner/2503120355496079423750_P520x260.jpg,https://www.accupass.com/event/2504021218441922640147?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1044,2025艾雷島嘉年華｜國泰洋酒,2025.05.23 (五) 00:00 - 06.09 (一) 00:00,台中市,台灣台中市北區五權路235號,"24.1502682,120.6733763",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E4%BA%94%E6%AC%8A%E8%B7%AF235%E8%99%9F,#威士忌,https://static.accupass.com/eventbanner/2503260647133397993330_P520x260.jpg,https://www.accupass.com/event/2503260631519984774090?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1045,2025年人才發展永續論壇：企業AI轉型,2025.04.29 (二) 08:00 - 17:00,台北市,台灣台北市大安區羅斯福路85號,"25.0228027,121.523567",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%AE%89%E5%8D%80%E7%BE%85%E6%96%AF%E7%A6%8F%E8%B7%AF85%E8%99%9F,#AI,https://static.accupass.com/eventbanner/2503100147581699854816_P520x260.jpg,https://www.accupass.com/event/2503120125068320815000?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1046,母親節音樂賀卡 手作體驗,2025.05.03 (六) 13:00 - 05.04 (日) 17:00,桃園市,台灣桃園市八德區崁頂路60號,"24.944291,121.2626476",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E5%85%AB%E5%BE%B7%E5%8D%80%E5%B4%81%E9%A0%82%E8%B7%AF60%E8%99%9F,#街舞工作坊,https://static.accupass.com/eventbanner/2503241000423053089680_P520x260.jpg,https://www.accupass.com/event/2503240959119508805210?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1047,海光電影院｜許榮哲VS華天灝—《不老騎士：歐兜邁環台日記》,2025.04.25 (五) 19:00 - 21:30,台北市,台灣台北市中山區民權東路一段2號,"25.0624973,121.5205093",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E6%B0%91%E6%AC%8A%E6%9D%B1%E8%B7%AF%E4%B8%80%E6%AE%B52%E8%99%9F,#弘道老人福利基金會,https://static.accupass.com/eventbanner/2503140258543910520370_P520x260.jpg,https://www.accupass.com/event/2503130553574952284460?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1048,豐富人生 X 音樂天地｜林仁斌—白遼士《幻想交響曲》,2025.05.26 (一) 19:00 - 21:00,台北市,台灣台北市中山區民權東路一段2號,"25.0624973,121.5205093",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E6%B0%91%E6%AC%8A%E6%9D%B1%E8%B7%AF%E4%B8%80%E6%AE%B52%E8%99%9F,#白遼士,https://static.accupass.com/eventbanner/2504110325351890822045_P520x260.jpg,https://www.accupass.com/event/2504110325163663082520?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1049,威士忌探索之旅－一支會(番外篇)|國泰洋酒,2025.04.25 (五) 19:30 - 21:00,台中市,台灣台中市北區五權路235號,"24.1502682,120.6733763",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E4%BA%94%E6%AC%8A%E8%B7%AF235%E8%99%9F,#威士忌,https://static.accupass.com/eventbanner/2502260302285989813380_P520x260.jpg,https://www.accupass.com/event/2502250631104250627840?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1050,街遊 Hidden Taipei 真人圖書館｜捲吧捲吧～飛機的光影年華！,2025.04.26 (六) 14:00 - 16:00,台北市,台灣台北市萬華區貴陽街二段228號一樓,"25.0399983,121.4967143",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E8%90%AC%E8%8F%AF%E5%8D%80%E8%B2%B4%E9%99%BD%E8%A1%97%E4%BA%8C%E6%AE%B5228%E8%99%9F%E4%B8%80%E6%A8%93,#HOMELESS,https://static.accupass.com/eventbanner/2503040739301518659882_P520x260.jpg,https://www.accupass.com/event/2503040737051716130018?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1051,2025 台北當代藝術博覽會 公眾導覽,2025.05.09 (五) 13:00 - 05.11 (日) 17:00,台北市,"南港展覽館一館四樓, Taipei City, Taiwan","25.0566019,121.615541","https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%B8%AF%E5%B1%95%E8%A6%BD%E9%A4%A8%E4%B8%80%E9%A4%A8%E5%9B%9B%E6%A8%93,%20Taipei%20City,%20Taiwan",#專家導覽,https://static.accupass.com/eventbanner/2504061123454153662100_P520x260.jpg,https://www.accupass.com/event/2504061126249160810440?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1052,「銀藝流光」2025年第2季銀齡主題推廣活動,2025.04.26 (六) 14:00 - 06.21 (六) 17:00,台南市,台灣台南市1館：中西區南門路37號；2館：中西區忠義路二段1號,"22.9906831,120.2006373",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8D%97%E5%B8%821%E9%A4%A8%EF%BC%9A%E4%B8%AD%E8%A5%BF%E5%8D%80%E5%8D%97%E9%96%80%E8%B7%AF37%E8%99%9F%EF%BC%9B2%E9%A4%A8%EF%BC%9A%E4%B8%AD%E8%A5%BF%E5%8D%80%E5%BF%A0%E7%BE%A9%E8%B7%AF%E4%BA%8C%E6%AE%B51%E8%99%9F,#銀齡,https://static.accupass.com/eventbanner/2503310512151608581221_P520x260.jpg,https://www.accupass.com/event/2503190900334640568380?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1053,綠洲計畫小聚：數位遊牧接案技能與人才交流,2025.04.26 (六) 14:00 - 17:00,台北市,台灣台北市南港區玉成街179號,"25.0447515,121.5816591",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8D%97%E6%B8%AF%E5%8D%80%E7%8E%89%E6%88%90%E8%A1%97179%E8%99%9F,#自由工作,https://static.accupass.com/eventbanner/2504101517031502427976_P520x260.jpg,https://www.accupass.com/event/2504101526073527455140?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1054,Taoyuan 四泊五日｜桃園微住！台日交流～客家生活～|2025 黃金週假期 ゴールデンウィーク,2025.04.30 (三) 08:00 - 05.04 (日) 20:00,桃園市,台灣桃園市JI SPACE 亼聚 - 共作空間,"24.9921128,121.0505956",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82JI%20SPACE%20%E4%BA%BC%E8%81%9A%20-%20%E5%85%B1%E4%BD%9C%E7%A9%BA%E9%96%93,#桃園,https://static.accupass.com/eventbanner/2501270751281550661376_P520x260.jpg,https://www.accupass.com/event/2501270744086737932350?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1055,森林療癒時光–空氣鳳梨裝飾畫,2025.02.15 (六) 14:00 - 06.29 (日) 17:00,台北市,台灣台北市中山區南京東路一段15號4樓之一,"25.0524149,121.5211938",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E5%8D%97%E4%BA%AC%E6%9D%B1%E8%B7%AF%E4%B8%80%E6%AE%B515%E8%99%9F4%E6%A8%93%E4%B9%8B%E4%B8%80,#空氣鳳梨,https://static.accupass.com/eventbanner/2410210859333380633300_P520x260.jpg,https://www.accupass.com/event/2410210759349202675300?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1056,(台北聯誼)06/15(日)14:00【質感午茶派對：男年收百萬篇+女7~8年級】（女早鳥299元）女生免費排約/餐點自付/男女比1:1/約會/找對象/排約/唐果/聯誼/婚友社/媒人/相親,2024.06.09 (日) 00:00 - 2025.12.31 (三) 00:00,台北市,台灣台北市近捷運,"25.0407277,121.5484174",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E8%BF%91%E6%8D%B7%E9%81%8B,#唐果媒人,https://static.accupass.com/eventbanner/2403261022175934172460_P520x260.jpg,https://www.accupass.com/event/2403261021351890228837?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1057,轉角的遇見(5月場男生票),2025.05.03 (六) 13:00 - 05.17 (六) 16:30,台北市,台灣台北市台北大巨蛋周邊,"25.0470523,121.5505429",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8F%B0%E5%8C%97%E5%A4%A7%E5%B7%A8%E8%9B%8B%E5%91%A8%E9%82%8A,#交友,https://static.accupass.com/eventbanner/2504090838161490763676_P520x260.jpg,https://www.accupass.com/event/2504090837551705748595?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1058,📣【招募中】 活動免費體驗❗一起跟 ACCUPASS 團 GO 趣 🎉,2025.01.01 (三) 00:00 - 2026.12.31 (四) 00:00,台北市,台灣台北市（地點依各檔活動為主）,"25.0407277,121.5484174",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%EF%BC%88%E5%9C%B0%E9%BB%9E%E4%BE%9D%E5%90%84%E6%AA%94%E6%B4%BB%E5%8B%95%E7%82%BA%E4%B8%BB%EF%BC%89,#免費,https://static.accupass.com/eventbanner/2503140916281791168740_P520x260.jpg,https://www.accupass.com/event/2503030444271889822871?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1059,北藝星勢力－黑白之間的交響,2025.05.13 (二) 19:30 - 21:30,台北市,台灣台北市南港區忠孝東路七段508號,"25.0519426,121.6071279",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8D%97%E6%B8%AF%E5%8D%80%E5%BF%A0%E5%AD%9D%E6%9D%B1%E8%B7%AF%E4%B8%83%E6%AE%B5508%E8%99%9F,#鋼琴,https://static.accupass.com/eventbanner/2503272318333226094370_P520x260.jpg,https://www.accupass.com/event/2503190741191171678970?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1060,2025 母親節公益手敲銅,2025.05.03 (六) 09:30 - 05.04 (日) 17:00,台北市,台灣台北市信義區光復南路133號,"25.0439522,121.5580177",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%BF%A1%E7%BE%A9%E5%8D%80%E5%85%89%E5%BE%A9%E5%8D%97%E8%B7%AF133%E8%99%9F,#母親節,https://static.accupass.com/eventbanner/2504140552121193493685_P520x260.jpg,https://www.accupass.com/event/2504080506204467811720?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1061,【男生一對一相親】入會3600元/看照約會/報名費只收一次/免月費/免年費/全台都有會員/約會/找對象/婚姻介紹所/婚友社/台中約會/台北約會/高雄約會/新竹約會,2023.02.17 (五) 00:00 - 2030.12.31 (二) 00:00,台中市,台灣台中市市區,"24.1848955,120.4699136",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%B8%82%E5%8D%80,#唐果媒人,https://static.accupass.com/eventbanner/2302170147489574998800_P520x260.jpg,https://www.accupass.com/event/2310041724462121885490?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1062,金繕金美－老屋裡的金繼修復課,2025.05.02 (五) 14:00 - 05.23 (五) 17:00,新竹市,台灣新竹市北區中央路75號,"24.8054169,120.9656503",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E7%AB%B9%E5%B8%82%E5%8C%97%E5%8D%80%E4%B8%AD%E5%A4%AE%E8%B7%AF75%E8%99%9F,#陶瓷修補,https://static.accupass.com/eventbanner/2502031110001408139888_P520x260.jpg,https://www.accupass.com/event/2502031112142053982508?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1063,The Tropical Drag Brunch @ Tiki Taipei,2025.05.04 (日) 14:00 - 19:00,台北市,"tiki taipei , Taipei City, Taiwan","25.069491,121.5196799","https://www.google.com/maps/search/?api=1&query=tiki%20taipei%20,%20Taipei%20City,%20Taiwan",#drag brunch,https://static.accupass.com/eventbanner/2504090745301925824591_P520x260.jpg,https://www.accupass.com/event/2504090747592052672110?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1064,皮件DIY手作課程 (台中-審計新村店),2025.01.01 (三) 10:00 - 07.05 (六) 18:00,台中市,台灣台中市西區昇平街105號1樓,"24.1454552,120.6580731",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E6%98%87%E5%B9%B3%E8%A1%97105%E8%99%9F1%E6%A8%93,#客製禮物,https://static.accupass.com/eventbanner/2206290721522122728243_P520x260.jpg,https://www.accupass.com/event/2412260616109065240740?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1065,【日午音樂會176】原野之聲～笛樂即興音樂會,2025.06.15 (日) 14:30 - 16:30,新北市,台灣新北市蘆洲區三民路178號,"25.0885431,121.4673051",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E5%8C%97%E5%B8%82%E8%98%86%E6%B4%B2%E5%8D%80%E4%B8%89%E6%B0%91%E8%B7%AF178%E8%99%9F,#笛,https://static.accupass.com/eventbanner/2504040135311020987309_P520x260.jpg,https://www.accupass.com/event/2503290710181118591788?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1066,(台中聯誼)04/27(日)14:00【七年級優質帥哥美女-未婚72~8年級】台中交友|台中相親|交友APP|單身聯誼|中科聯誼|男女1:1|菁英聯誼|未婚二春伴侶|相親|月老|媒人|一對一,2024.06.30 (日) 00:00 - 2025.12.31 (三) 00:00,台中市,台灣台中市靠近市區(活動前夕個別通知),"24.1626492,120.6377279",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E9%9D%A0%E8%BF%91%E5%B8%82%E5%8D%80(%E6%B4%BB%E5%8B%95%E5%89%8D%E5%A4%95%E5%80%8B%E5%88%A5%E9%80%9A%E7%9F%A5),#唐果媒人,https://static.accupass.com/eventbanner/2403261010015569211950_P520x260.jpg,https://www.accupass.com/event/2403261009231703868966?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1067,【女生介紹排約不收費，看照排約】全台交友|全台聯誼|全台相親|交友APP|單身聯誼|感情諮詢|男女1:1|菁英聯誼|未婚二春伴侶|相親|月老|媒人|一對一|dating,2024.03.06 (三) 00:00 - 2030.12.31 (二) 00:00,台中市,台灣台中市近火車站,"24.2198991,120.5011936",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%BF%91%E7%81%AB%E8%BB%8A%E7%AB%99,#輕鬆交友,https://static.accupass.com/eventbanner/2407191026291230499856_P520x260.jpg,https://www.accupass.com/event/2403061140429814597730?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1068,LIVART禮雅特美學｜Junie Wang 春季沙龍【名畫裡的光影】5/3.4 (2場次),2025.05.03 (六) 14:00 - 05.04 (日) 17:00,台北市,台灣台北市南京東路三段9號4樓,"25.0522146,121.5348364",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8D%97%E4%BA%AC%E6%9D%B1%E8%B7%AF%E4%B8%89%E6%AE%B59%E8%99%9F4%E6%A8%93,#旅遊,https://static.accupass.com/eventbanner/2504020444361473015835_P520x260.jpg,https://www.accupass.com/event/2504010532448151159030?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1069,蝕光｜拾晴藝術畫會2025聯展,2025.05.10 (六) 09:00 - 05.25 (日) 17:00,桃園市,台灣桃園市桃園區三民路一段100號,"24.998189,121.3186711",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E4%B8%89%E6%B0%91%E8%B7%AF%E4%B8%80%E6%AE%B5100%E8%99%9F,#聯展,https://static.accupass.com/eventbanner/2504070624013352788090_P520x260.jpg,https://www.accupass.com/event/2504070630382014365205?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1070,【當我們童在一起】04/27 再見機器人 Robot Dreams + 映後座談,2025.04.27 (日) 14:00 - 16:10,桃園市,台灣桃園市中壢區龍清街116巷31號,"24.9355173,121.2352212",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E9%BE%8D%E6%B8%85%E8%A1%97116%E5%B7%B731%E8%99%9F,#免費,https://static.accupass.com/eventbanner/2503190852271952642806_P520x260.jpg,https://www.accupass.com/event/2503190851201911949418?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1071,2025 新竹市端午節龍舟競賽,2025.05.30 (五) 09:00 - 05.31 (六) 17:00,新竹市,台灣新竹市南寮舊漁港（南寮街 214 號）,"24.8492665,120.9262273",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E7%AB%B9%E5%B8%82%E5%8D%97%E5%AF%AE%E8%88%8A%E6%BC%81%E6%B8%AF%EF%BC%88%E5%8D%97%E5%AF%AE%E8%A1%97%20214%20%E8%99%9F%EF%BC%89,#龍舟,https://static.accupass.com/eventbanner/2504040740121159256995_P520x260.jpg,https://www.accupass.com/event/2504040742029038642220?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1072,【《四季腰瘦好吃》新書講座】 從市場到餐桌，一年四季都「腰瘦好吃」,2025.04.27 (日) 14:00 - 16:00,台北市,台灣台北市中正區同安街107號,"25.0215357,121.518088",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E5%90%8C%E5%AE%89%E8%A1%97107%E8%99%9F,#基隆,https://static.accupass.com/eventbanner/2503270741223320627700_P520x260.jpg,https://www.accupass.com/event/2503210539191547315939?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1073,狗毛亂飛2.0 《Wolf Woof Doggie》狗狗友善咖啡廳,2025.05.17 (六) 13:00 - 05.18 (日) 18:45,台北市,台灣台北市中正區開封街一段71號3樓,"25.0461259,121.5092791",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E9%96%8B%E5%B0%81%E8%A1%97%E4%B8%80%E6%AE%B571%E8%99%9F3%E6%A8%93,#PLAVE,https://static.accupass.com/eventbanner/2504190550451397420687_P520x260.jpg,https://www.accupass.com/event/2504190559455716488640?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1074,策展的未來：在扁平時代成為 3D 人,2025.05.03 (六) 14:00 - 16:00,台北市,台灣台北市大安區復興南路一段107巷5弄18號B1,"25.0441952,121.5425966",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%AE%89%E5%8D%80%E5%BE%A9%E8%88%88%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5107%E5%B7%B75%E5%BC%8418%E8%99%9FB1,#演算法,https://static.accupass.com/eventbanner/2503180424523086920970_P520x260.jpg,https://www.accupass.com/event/2503180436491546937520?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1075,【精神病學：死亡工業特別展覽】現代瘋狂之起源－精神健康與你的生活,2025.05.16 (五) 10:00 - 05.19 (一) 19:00,台北市,台灣台北市中正區八德路一段1號,"25.0432788,121.5267256",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E5%85%AB%E5%BE%B7%E8%B7%AF%E4%B8%80%E6%AE%B51%E8%99%9F,#人權,https://static.accupass.com/eventbanner/2504100916581020014706_P520x260.jpg,https://www.accupass.com/event/2504010230501345888822?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1076,王品集團創辦人 戴勝益董事長　創作個展,2023.01.09 (一) 00:00 - 2030.12.31 (二) 18:30,南投縣,台灣南投縣鹿谷鄉中正路二段211巷19號,"23.7478696,120.7468759",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8D%97%E6%8A%95%E7%B8%A3%E9%B9%BF%E8%B0%B7%E9%84%89%E4%B8%AD%E6%AD%A3%E8%B7%AF%E4%BA%8C%E6%AE%B5211%E5%B7%B719%E8%99%9F,#畫展,https://static.accupass.com/eventbanner/2301080721481690028514_P520x260.jpg,https://www.accupass.com/event/2301080723591644817693?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1077,【中壢單身限定】女生限時免參加費！4月「綠意之約：盆栽設計與心靈交流」盆栽手做聯誼活動【熱賣中】單身咖啡館聯誼活動!等你來一起種下幸福呦！,2025.04.27 (日) 14:00 - 16:30,桃園市,台灣桃園市中壢區廣州路(中壢大潤發附近),"24.9582508,121.2282948",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E5%BB%A3%E5%B7%9E%E8%B7%AF(%E4%B8%AD%E5%A3%A2%E5%A4%A7%E6%BD%A4%E7%99%BC%E9%99%84%E8%BF%91),#交朋友,https://static.accupass.com/eventbanner/2503011613428615242150_P520x260.jpg,https://www.accupass.com/event/2502121813431147582480?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1078,從手掌開始的療癒｜台式藥草按摩球春日手作課,2025.04.27 (日) 14:00 - 16:00,台北市,台灣台北市內湖區金龍路13巷3號,"25.0846626,121.5924997",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%A7%E6%B9%96%E5%8D%80%E9%87%91%E9%BE%8D%E8%B7%AF13%E5%B7%B73%E8%99%9F,#中醫,https://static.accupass.com/eventbanner/2504141512271542920347_P520x260.jpg,https://www.accupass.com/event/2504120504431200317111?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1079,°。🍽️。°。2 0 2 5 鹽夏不夜埕｜裝置藝術 ✘ 表演藝術 ✘ 特色市集 ✘ 周邊活動。° 🥢 °。°,2025.05.09 (五) 17:00 - 05.17 (六) 21:00,高雄市,台灣高雄市鹽埕區富野路48號,"22.6279874,120.2823889",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E9%AB%98%E9%9B%84%E5%B8%82%E9%B9%BD%E5%9F%95%E5%8D%80%E5%AF%8C%E9%87%8E%E8%B7%AF48%E8%99%9F,#社會策展,https://static.accupass.com/eventbanner/2504112015561541080758_P520x260.jpg,https://www.accupass.com/event/2504041919572039950914?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
