,Acivity_name,Acivity_time,Region,Address,Latlon,Google_Maps_url,Tag,Picture_url,Url
0,2025 自釀梅酒體驗 (加開場）,2025.05.03 (六) 14:00 - 16:00,台北市,台灣台北市共煮生活實驗室（大安區信義路四段337號七樓）,"25.0332901,121.5538574",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%B1%E7%85%AE%E7%94%9F%E6%B4%BB%E5%AF%A6%E9%A9%97%E5%AE%A4%EF%BC%88%E5%A4%A7%E5%AE%89%E5%8D%80%E4%BF%A1%E7%BE%A9%E8%B7%AF%E5%9B%9B%E6%AE%B5337%E8%99%9F%E4%B8%83%E6%A8%93%EF%BC%89,#微醺,https://static.accupass.com/eventbanner/2504150913511617840416_P520x260.jpg,https://www.accupass.com/event/2504150901285938211010?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
1,【保身健。保心安。保骨壯】母親節三保講座：四時養生-夏除煩＋手作艾草角,2025.05.05 (一) 10:00 - 12:00,桃園市,台灣桃園市總館六樓多功能活動室 (桃園區南平路303號),"25.0178188,121.2975155",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E7%B8%BD%E9%A4%A8%E5%85%AD%E6%A8%93%E5%A4%9A%E5%8A%9F%E8%83%BD%E6%B4%BB%E5%8B%95%E5%AE%A4%20(%E6%A1%83%E5%9C%92%E5%8D%80%E5%8D%97%E5%B9%B3%E8%B7%AF303%E8%99%9F),#母親節,https://static.accupass.com/eventbanner/2504230128455199602180_P520x260.jpg,https://www.accupass.com/event/2504230126441970521048?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
2,【女生免費限定報名專屬頁面】台北單身限定💕免費！《戀愛杯杯墊》 粉彩畫杯墊X溫柔邂逅派對 💕 五月限定！來場最甜的邂逅派對～ 用你的雙手畫出「練愛感」！新手最合適,2025.05.11 (日) 14:00 - 16:30,台北市,台灣台北市基隆路一段（市政府捷運站走路兩分鐘）,"25.0611459,121.5167929",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%9F%BA%E9%9A%86%E8%B7%AF%E4%B8%80%E6%AE%B5%EF%BC%88%E5%B8%82%E6%94%BF%E5%BA%9C%E6%8D%B7%E9%81%8B%E7%AB%99%E8%B5%B0%E8%B7%AF%E5%85%A9%E5%88%86%E9%90%98%EF%BC%89,#單身聯誼,https://static.accupass.com/eventbanner/2504230836161975866827_P520x260.jpg,https://www.accupass.com/event/2504201636311863251519?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
3,珍Eye視界公益音樂會,2025.05.09 (五) 19:00 - 21:00,台中市,台灣台中市西區英才路600號B1,"24.1411862,120.6632784",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E8%8B%B1%E6%89%8D%E8%B7%AF600%E8%99%9FB1,#公益音樂會,https://static.accupass.com/eventbanner/2504080549311243161924_P520x260.jpg,https://www.accupass.com/event/2503170121311259171642?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
4,瘋推進行式：4月27日 閉幕討論會【你推的孩子？！：一場互視及互談】ft. ExLAB,2025.04.27 (日) 15:00 - 18:00,台北市,台灣台北市大同區鄭州路25號4樓,"25.0494273,121.5117372",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%90%8C%E5%8D%80%E9%84%AD%E5%B7%9E%E8%B7%AF25%E8%99%9F4%E6%A8%93,#攝影創作,https://static.accupass.com/eventbanner/2504091654091968952872_P520x260.jpg,https://www.accupass.com/event/2504091645291179054988?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
5,【女生免費限定報名專屬頁面】台北單身限定💕面具彩繪聯誼×BISOU保養贈品！免費！可愛女生首次參加活動免費💕面具彩繪聯誼體驗派對 💕 七月限定彩繪聯誼活動～！親手設計專屬面具！,2025.07.06 (日) 14:00 - 16:30,台北市,台灣台北市基隆路一段（市政府捷運站走路兩分鐘）,"25.0611459,121.5167929",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%9F%BA%E9%9A%86%E8%B7%AF%E4%B8%80%E6%AE%B5%EF%BC%88%E5%B8%82%E6%94%BF%E5%BA%9C%E6%8D%B7%E9%81%8B%E7%AB%99%E8%B5%B0%E8%B7%AF%E5%85%A9%E5%88%86%E9%90%98%EF%BC%89,#單身聯誼,https://static.accupass.com/eventbanner/2504201147152950024100_P520x260.jpg,https://www.accupass.com/event/2504201123482256390310?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
6,雲朵小圓餅-成人班,2025.06.01 (日) 13:30 - 17:00,高雄市,台灣高雄市新興區七賢一路311號B1F(高雄福華大飯店),"22.6339753,120.3056398",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E4%B8%83%E8%B3%A2%E4%B8%80%E8%B7%AF311%E8%99%9FB1F(%E9%AB%98%E9%9B%84%E7%A6%8F%E8%8F%AF%E5%A4%A7%E9%A3%AF%E5%BA%97),#雲朵小圓餅,https://static.accupass.com/eventbanner/2503120534214792022870_P520x260.jpg,https://www.accupass.com/event/2503100657091493229051?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
7,【台北五月場次】下班隨手作 ‖ 手作課程-康乃馨油畫棒,2025.05.02 (五) 18:30 - 21:00,台北市,台灣台北市萬華區漢口街二段121號1樓,"25.0464554,121.501538",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E8%90%AC%E8%8F%AF%E5%8D%80%E6%BC%A2%E5%8F%A3%E8%A1%97%E4%BA%8C%E6%AE%B5121%E8%99%9F1%E6%A8%93,#油畫課程,https://static.accupass.com/eventbanner/2504101305152098729054_P520x260.jpg,https://www.accupass.com/event/2504101138147064139840?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
8,4/17開放報名，名額有限★114在職產業人才投資方案-AIGC視覺生成圖像攝影創作班(現場授課),2025.05.17 (六) 09:30 - 07.19 (六) 17:30,桃園市,台灣桃園市桃園區復興路180號4樓,"24.9902476,121.3093097",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E5%BE%A9%E8%88%88%E8%B7%AF180%E8%99%9F4%E6%A8%93,#政府補助,https://static.accupass.com/eventbanner/2501090729223166340160_P520x260.jpg,https://www.accupass.com/event/2501080215321178012675?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
9,8%ice CAFÉ 中山店 05/27《許晁維 大提琴獨奏會》音樂餐會,2025.05.27 (二) 18:30 - 20:00,台北市,台灣台北市中山區中山北路二段78-3號,"25.0574071,121.5200484",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E4%B8%AD%E5%B1%B1%E5%8C%97%E8%B7%AF%E4%BA%8C%E6%AE%B578-3%E8%99%9F,#大提琴,https://static.accupass.com/eventbanner/2504240739431802376035_P520x260.jpg,https://www.accupass.com/event/2504240739292488111940?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
10,體驗課程-板橋區兒童街舞,2025.04.26 (六) 16:00 - 17:00,新北市,台灣新北市板橋區漢生東路278號東門一樓,"25.0102213,121.4657979",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E6%BC%A2%E7%94%9F%E6%9D%B1%E8%B7%AF278%E8%99%9F%E6%9D%B1%E9%96%80%E4%B8%80%E6%A8%93,#免費,https://static.accupass.com/eventbanner/2504180900091173079227_P520x260.jpg,https://www.accupass.com/event/2504180859326727893020?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
11,2025屋頂黑膠案內所|我的華語/台語 hi-fi 黑膠收藏,2025.05.17 (六) 19:30 - 20:30,高雄市,台灣高雄市苓雅區三多四路21號,"22.612772,120.3017394",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E4%B8%89%E5%A4%9A%E5%9B%9B%E8%B7%AF21%E8%99%9F,#DG The Original Source,https://static.accupass.com/eventbanner/2504210453329818020230_P520x260.jpg,https://www.accupass.com/event/2504210452518356816850?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
12,【母親節限定】【台北西門五月場次】下班隨手作 ‖ 手作課程-日本樹脂康乃馨水晶花夜燈,2025.05.09 (五) 18:30 - 21:30,台北市,台灣台北市萬華區漢口街二段121號1樓,"25.0464554,121.501538",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E8%90%AC%E8%8F%AF%E5%8D%80%E6%BC%A2%E5%8F%A3%E8%A1%97%E4%BA%8C%E6%AE%B5121%E8%99%9F1%E6%A8%93,#康乃馨手作,https://static.accupass.com/eventbanner/2502050700301400401655_P520x260.jpg,https://www.accupass.com/event/2411030808271210188638?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
13,【以愛之名】05/04 非普通家族 A Normal Family,2025.05.04 (日) 14:00 - 16:40,桃園市,台灣桃園市中壢區龍清街116巷31號,"24.9355173,121.2352212",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E9%BE%8D%E6%B8%85%E8%A1%97116%E5%B7%B731%E8%99%9F,#免費,https://static.accupass.com/eventbanner/2504220720031770592760_P520x260.jpg,https://www.accupass.com/event/2504220713438530123220?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
14,【5/10】大人ㄉ兒童節─經典ㄉ桌遊夜,2025.05.10 (六) 19:00 - 22:00,台中市,台灣台中市南屯區文心南六路288號,"24.1309241,120.6444398",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E6%96%87%E5%BF%83%E5%8D%97%E5%85%AD%E8%B7%AF288%E8%99%9F,#卡坦島,https://static.accupass.com/eventbanner/2503310414392814029760_P520x260.jpg,https://www.accupass.com/event/2503310138039654368220?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
15,藝術就在日常裡沙龍講座No.3《崑曲之美．水之意象》(免費),2025.05.10 (六) 19:00 - 20:30,台北市,台灣台北市信義區福德街96號,"25.0381083,121.5807115",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%BF%A1%E7%BE%A9%E5%8D%80%E7%A6%8F%E5%BE%B7%E8%A1%9796%E8%99%9F,#傳統戲曲,https://static.accupass.com/eventbanner/2504190241282119751657_P520x260.jpg,https://www.accupass.com/event/2504190243522044453793?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
16,韓式飛輪免費體驗,2025.02.27 (四) 00:00 - 04.30 (三) 23:55,台中市,台灣台中市烏日區三榮路一段486號5F,"24.1069264,120.6016383",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E7%83%8F%E6%97%A5%E5%8D%80%E4%B8%89%E6%A6%AE%E8%B7%AF%E4%B8%80%E6%AE%B5486%E8%99%9F5F,#30日瘦身,https://static.accupass.com/eventbanner/2503260733311977464365_P520x260.jpg,https://www.accupass.com/event/2502180854594025310480?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
17,【八德場】桃仔園電影趴，來咱社區看電影：《河北臺北》,2025.06.21 (六) 14:00 - 16:00,桃園市,台灣桃園市八德區重慶街53巷2號,"24.9568463,121.2992764",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E5%85%AB%E5%BE%B7%E5%8D%80%E9%87%8D%E6%85%B6%E8%A1%9753%E5%B7%B72%E8%99%9F,#桃仔園電影趴，來咱社區看電影,https://static.accupass.com/eventbanner/2503251110061301828324_P520x260.jpg,https://www.accupass.com/event/2503210805065786133270?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
18,2025第十三屆彩繪船奇-全臺小學暨幼兒園海洋繪畫比賽,2025.03.01 (六) 00:00 - 06.02 (一) 23:55,台北市,台灣台北市中正區中山南路11號,"25.038622,121.5161258",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E4%B8%AD%E5%B1%B1%E5%8D%97%E8%B7%AF11%E8%99%9F,#國小,https://static.accupass.com/eventbanner/2502210925351556414678_P520x260.jpg,https://www.accupass.com/event/2502210928251236810398?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
19,劉博仁《劉博仁不藏私的抗老秘密》新書分享會（台中）,2025.04.26 (六) 14:30 - 15:30,台中市,台灣台中市西屯區市政路480號5F,"24.1600026,120.6357941",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E5%B8%82%E6%94%BF%E8%B7%AF480%E8%99%9F5F,#誠品,https://static.accupass.com/eventbanner/2503240941336514709000_P520x260.jpg,https://www.accupass.com/event/2503240942441794702887?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
20,單身料理趴-台中,2025.04.27 (日) 11:00 - 15:00,台北市,台灣台北市民族西路95號3樓,"25.0687188,121.5149668",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E6%B0%91%E6%97%8F%E8%A5%BF%E8%B7%AF95%E8%99%9F3%E6%A8%93,#端午ＤＩＹ,https://static.accupass.com/eventbanner/2504080835591999763870_P520x260.jpg,https://www.accupass.com/event/2504051416335885046410?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
21,梭織體驗｜3-4 月｜台北｜手作梭織掛畫 基礎織布體驗 居家裝飾 Art Weaving,2025.02.12 (三) 14:00 - 04.30 (三) 22:00,台北市,台灣台北市105松山區三民路95巷26號,"25.0571352,121.5597195",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82105%E6%9D%BE%E5%B1%B1%E5%8D%80%E4%B8%89%E6%B0%91%E8%B7%AF95%E5%B7%B726%E8%99%9F,#DIY手做,https://static.accupass.com/eventbanner/2502120304036303554980_P520x260.jpg,https://www.accupass.com/event/2502110644541432880766?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
22,【探索HUAWEI 智慧穿戴】高爾夫升級攻略：突破揮桿瓶頸的兩大關鍵,2025.05.10 (六) 14:00 - 16:00,台北市,台灣台北市內湖區康樂街186巷30號,"25.0779099,121.6173831",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%A7%E6%B9%96%E5%8D%80%E5%BA%B7%E6%A8%82%E8%A1%97186%E5%B7%B730%E8%99%9F,#高爾夫,https://static.accupass.com/eventbanner/2503210802311025583515_P520x260.jpg,https://www.accupass.com/event/2412230736202100503031?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
23,台北 Coffee Dining | 夏季加開場 !! 咖啡搭小食 新菜單 咖啡飲食新體驗 | 咖啡新未來 ::Wingman咖啡::,2025.05.24 (六) 14:30 - 05.25 (日) 17:00,台北市,台灣台北市中山區復興北路506號,"25.0656903,121.5415621",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E5%BE%A9%E8%88%88%E5%8C%97%E8%B7%AF506%E8%99%9F,#主題聚會,https://static.accupass.com/eventbanner/2504210323391566294428_P520x260.jpg,https://www.accupass.com/event/2504120857429485850100?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
24,瘋推進行式：永無止境紀錄妳 Push Push Push : All Eyes On You,2025.04.10 (四) 14:00 - 04.28 (一) 19:00,台北市,台灣台北市大同區鄭州路25號4樓,"25.0494273,121.5117372",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%90%8C%E5%8D%80%E9%84%AD%E5%B7%9E%E8%B7%AF25%E8%99%9F4%E6%A8%93,#攝影創作,https://static.accupass.com/eventbanner/2504060400193677738670_P520x260.jpg,https://www.accupass.com/event/2504060403191820027666?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
25,鳴石樂集樂壇新秀《誰與爭鋒》陳圓融、林明聯合音樂會,2025.05.31 (六) 19:30 - 21:00,台北市,台灣台北市100中正區仁愛路二段34號5F,"25.0380784,121.5245924",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82100%E4%B8%AD%E6%AD%A3%E5%8D%80%E4%BB%81%E6%84%9B%E8%B7%AF%E4%BA%8C%E6%AE%B534%E8%99%9F5F,#林明,https://static.accupass.com/eventbanner/2504152123391480094360_P520x260.jpg,https://www.accupass.com/event/2411030745281925542925?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
26,台南金工|麻花捲銀戒指|純銀戒指|單戒|對戒|手作課程|台南手作|結婚禮物|生日禮物,2024.03.24 (日) 00:00 - 2039.12.31 (六) 00:00,台南市,台灣台南市安南區安中路四段290巷325弄65號,"23.0537225,120.1688773",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E5%9B%9B%E6%AE%B5290%E5%B7%B7325%E5%BC%8465%E8%99%9F,#禮物,https://static.accupass.com/eventbanner/2403231307555151430690_P520x260.jpg,https://www.accupass.com/event/2403231304492436095590?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
27,放空沙龍-KOL放鬆之夜,2025.05.03 (六) 19:00 - 22:30,台北市,台灣台北市105松山區復興北路81巷20號,"25.051143,121.542407",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82105%E6%9D%BE%E5%B1%B1%E5%8D%80%E5%BE%A9%E8%88%88%E5%8C%97%E8%B7%AF81%E5%B7%B720%E8%99%9F,#左撇子,https://static.accupass.com/eventbanner/2504110956451753492870_P520x260.jpg,https://www.accupass.com/event/2504090507211141645828?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
28,【台中無限心Life五月場次】下班隨手作 ‖ 手作課程-乾燥花圈香氛手工皂,2025.05.17 (六) 10:00 - 12:00,台中市,台灣台中市北區華富街65號2樓,"24.160796,120.6638817",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E8%8F%AF%E5%AF%8C%E8%A1%9765%E8%99%9F2%E6%A8%93,#禮物,https://static.accupass.com/eventbanner/2502121223027381858220_P520x260.jpg,https://www.accupass.com/event/2410311301098718121800?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
29,【精油香水手作課】母親節特別企劃｜親手調香水送媽咪（香水＋1）、雙人行優惠（媽咪＋1）,2025.04.06 (日) 10:30 - 05.03 (六) 15:30,桃園市,台灣桃園市中壢區春德路267號,"24.9902109,121.1499466",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E6%98%A5%E5%BE%B7%E8%B7%AF267%E8%99%9F,#手作精油調香,https://static.accupass.com/eventbanner/2503021347596662579350_P520x260.jpg,https://www.accupass.com/event/2503021347251976147745?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
30,ArtIN 國際藝術博覽會,2025.06.05 (四) 11:00 - 06.08 (日) 20:00,高雄市,台灣高雄市苓雅區诲邊路5號,"22.611188,120.2900849",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E8%AF%B2%E9%82%8A%E8%B7%AF5%E8%99%9F,#博覽會,https://static.accupass.com/eventbanner/2504090650572252736330_P520x260.jpg,https://www.accupass.com/event/2503260609071547541589?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
31,『智慧新光勢 · 光電創未來』交流研討會,2025.05.17 (六) 13:00 - 17:30,台北市,台灣台北市松山區復興北路99號,"25.0528386,121.5418194",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E6%9D%BE%E5%B1%B1%E5%8D%80%E5%BE%A9%E8%88%88%E5%8C%97%E8%B7%AF99%E8%99%9F,#商業,https://static.accupass.com/eventbanner/2504210538291073480575_P520x260.jpg,https://www.accupass.com/event/2504060606351871217771?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
32,【實體遠距同步】ROS機器人系統開發實戰 | 免費諮詢課程,2025.05.10 (六) 10:00 - 21:00,台北市,台灣台北市臺北市中正區重慶南路一段143號4樓,"25.041569,121.5106801",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E8%87%BA%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E9%87%8D%E6%85%B6%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5143%E8%99%9F4%E6%A8%93,#機器手臂,https://static.accupass.com/eventbanner/2207051039085156447170_P520x260.jpg,https://www.accupass.com/event/2412061305022154819270?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
33,第八屆台灣陶藝金陶獎競賽,2025.03.01 (六) 00:00 - 2026.06.01 (一) 00:00,新北市,台灣新北市鶯歌區文化路200號,"24.949251,121.3494571",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%96%B0%E5%8C%97%E5%B8%82%E9%B6%AF%E6%AD%8C%E5%8D%80%E6%96%87%E5%8C%96%E8%B7%AF200%E8%99%9F,#陶藝比賽,https://static.accupass.com/eventbanner/2502190230131107252034_P520x260.jpg,https://www.accupass.com/event/2502190231001902631995?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
34,芳香精油樂活養生：12堂全期（線上回放）芳療保養保健調香DIY手作,2025.06.01 (日) 00:00 - 07.31 (四) 00:00,台北市,台灣台北市信義區松仁路271號9樓,"25.0249884,121.5668592",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%BF%A1%E7%BE%A9%E5%8D%80%E6%9D%BE%E4%BB%81%E8%B7%AF271%E8%99%9F9%E6%A8%93,#保健養生,https://static.accupass.com/eventbanner/2502250952007456400020_P520x260.jpg,https://www.accupass.com/event/2502250951241419925254?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
35,【台中無限心Life五月場次】下班隨手作 ‖ 手作課程-多稜角水泥永生花盆,2025.05.04 (日) 13:30 - 15:30,台中市,台灣台中市北區華富街65號2樓『無限心Life』,"24.160796,120.6638817",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E8%8F%AF%E5%AF%8C%E8%A1%9765%E8%99%9F2%E6%A8%93%E3%80%8E%E7%84%A1%E9%99%90%E5%BF%83Life%E3%80%8F,#禮物,https://static.accupass.com/eventbanner/2502121140561343262225_P520x260.jpg,https://www.accupass.com/event/2502121140071554554622?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
36,"政大電影節 叛逃祭 — 05/04（日）《鐵男》NCCU FILM FEST – ""Tetsuo: The Iron Man"" (SUN, May 4)",2025.05.04 (日) 13:30 - 14:40,台北市,台灣台北市116文山區指南路二段64號,"24.9874015,121.5733378",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82116%E6%96%87%E5%B1%B1%E5%8D%80%E6%8C%87%E5%8D%97%E8%B7%AF%E4%BA%8C%E6%AE%B564%E8%99%9F,#政大電影節,https://static.accupass.com/eventbanner/2503281807069821378270_P520x260.jpg,https://www.accupass.com/event/2503281826007195319800?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
37,【團體重訓課程~Will教練】結合肌力訓練及團隊氛圍,2025.03.03 (一) 12:10 - 04.28 (一) 13:10,台北市,台灣台北市中山區長春路380號2樓,"25.0543108,121.5406919",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E9%95%B7%E6%98%A5%E8%B7%AF380%E8%99%9F2%E6%A8%93,#墊上核心,https://static.accupass.com/eventbanner/2502220743211184805714_P520x260.jpg,https://www.accupass.com/event/2502200954351664287786?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
38,【大溪場】桃仔園電影趴，來咱社區看電影：《將手》,2025.06.28 (六) 14:00 - 15:30,桃園市,台灣桃園市大溪區員林路二段336巷20號,"24.8855852,121.2659616",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E5%A4%A7%E6%BA%AA%E5%8D%80%E5%93%A1%E6%9E%97%E8%B7%AF%E4%BA%8C%E6%AE%B5336%E5%B7%B720%E8%99%9F,#桃仔園電影趴，來咱社區看電影,https://static.accupass.com/eventbanner/2504010412031422220467_P520x260.jpg,https://www.accupass.com/event/2503210752201162544631?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
39,🔆 春日香氣小派對 🌿 一起調出屬於你的森林系香水！母親節禮物首選,2025.05.04 (日) 11:00 - 12:30,桃園市,台灣桃園市中壢區長安街1之13號,"24.9543688,121.214976",https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E7%81%A3%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E9%95%B7%E5%AE%89%E8%A1%971%E4%B9%8B13%E8%99%9F,#手作精油調香,https://static.accupass.com/eventbanner/2504060831561435675451_P520x260.jpg,https://www.accupass.com/event/2504060737282569832830?utm_source=web&utm_medium=search_result_&utm_campaign=accu_e_
