title,free,from_price,date,image_url,event_url,event_id,address,location,lng,lat
台北 | 麵包超人快閃派對｜士林科教館,True,,3月22日(週六) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1743492001/events_admin/gkfcxvt4bqxeuu64qv03.jpg",https://www.klook.com/zh-TW/event-detail/101029140-2205-anpanman-pop-up/,101029140,,,,
台北 | FEniX演唱會2025｜FEniX《MBB》2025 LIVE CONCERT｜台北國際會議中心 TICC,False,HK$ 226,5月17日(週六),"https://res.klook.com/image/upload/x_64,y_0,w_1071,h_1500,c_crop/v1743490822/events_admin/wv49j0o824tolwxzsecf.jpg",https://www.klook.com/zh-TW/event-detail/101029139-2025-fenix-live-concert-taipei/,101029139,,,,
台北 | 溫柔羽翼・溫暖市集,True,,5月17日(週六) - 5月18日(週日),"https://res.klook.com/image/upload/x_641,y_0,w_766,h_1072,c_crop/v1743417360/events_admin/ofkncuhdmarbcjbykqij.jpg",https://www.klook.com/zh-TW/event-detail/101029132-2025-taipei-weekend-market/,101029132,,,,
新北 | Jay Park演唱會2025台北站｜2025 Jay Park World Tour [Serenades & Body Rolls] in Taipei｜Zepp New Taipei,False,HK$ 720,6月19日(週四),"https://res.klook.com/image/upload/x_58,y_0,w_964,h_1350,c_crop/v1743998489/events_admin/pjfjoooovkxv2hcjq5ny.jpg",https://www.klook.com/zh-TW/event-detail/101029122-2025-jay-park-concert-taipei/,101029122,,,,
台北 | 五月天大巨蛋演唱會2025｜玉山銀行冠名贊助 MAYDAY #5525 LIVE TOUR 五月天 [ 回到那一天 ] 25週年巡迴演唱會台北站．大巨蛋首唱版｜台北大巨蛋,False,HK$ 392,6月27日(週五) - 7月12日(週六),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1745807150/events_admin/vcqzvmeo8ahbldhnlhen.jpg",https://www.klook.com/zh-TW/event-detail/101029120-2025-mayday-taipei-dome-concer/,101029120,,,,
台北 | 觀察之樹家具—家具，家庭的一份子 2025 @ 新芳春,True,,4月9日(週三) - 5月11日(週日),"https://res.klook.com/image/upload/x_73,y_0,w_1216,h_1702,c_crop/v1743082798/events_admin/jwldf5gwzz9fcirk3dyq.jpg",https://www.klook.com/zh-TW/event-detail/101029112-2025-furniture-exhibition/,101029112,,,,
新竹 | 《恆綻》盧卡斯・佛利亞首度亞洲個展,True,,4月12日(週六) - 6月14日(週六),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1743044906/events_admin/yuwyswlspoaby67vjljt.jpg",https://www.klook.com/zh-TW/event-detail/101029094-2025-lucas-foglia-exhibition/,101029094,,,,
台北 | 2025 台北當代藝術博覽會,False,HK$ 71,5月11日(週日),https://res.klook.com/image/upload/TAIPEI_DANGDAI_banner-w326xh460px_yj7zsq.jpg,https://www.klook.com/zh-TW/activity/149377-2025-taipei-dangdai-art-ideas/,101029056,,,,
高雄 | 伍佰演唱會2025高雄站｜國泰世華銀行 伍佰 & China Blue Rock Star2演唱會-高雄站｜高雄巨蛋,False,,11月22日(週六) - 11月23日(週日),"https://res.klook.com/image/upload/x_0,y_12,w_1587,h_2222,c_crop/v1742801669/events_admin/ccftsujmgncqedli1yzt.jpg",https://www.klook.com/zh-TW/event-detail/101029044-2025-wubai-kaohsiung-concert/,101029044,,,,
台北 | STAYC演唱會2025台北站｜2025 STAYC TOUR [STAY TUNED] in TAIPEI｜台北國際會議中心 TICC,False,HK$ 720,8月23日(週六),"https://res.klook.com/image/upload/x_5,y_0,w_834,h_1167,c_crop/v1742799536/events_admin/eulnzvia8rgzs9i8nzky.jpg",https://www.klook.com/zh-TW/event-detail/101029042-2025-stayc-taipei-concert/,101029042,,,,
高雄 | 吾之萬象—宇化萬千    李哲儀個展,True,,4月19日(週六) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_45,w_2024,h_2834,c_crop/v1742542993/events_admin/si07hptmng1nvnzmae1i.jpg",https://www.klook.com/zh-TW/event-detail/101029030-2025-kaohsiung-exhibition/,101029030,,,,
新北 | 【所在 - 物件離合】許旭倫陶藝創作展,True,,4月4日(週五) - 5月26日(週一),"https://res.klook.com/image/upload/x_0,y_240,w_2756,h_3858,c_crop/v1742263091/events_admin/o2y6rpzlp1yyqwlrvq5b.jpg",https://www.klook.com/zh-TW/event-detail/101028963-2025-presence-exhibition/,101028963,,,,
台北 | 優里演唱會2025台北站｜YUURI ASIA TOUR 2025 in TAIPEI｜台北小巨蛋,False,HK$ 206,10月11日(週六) - 10月12日(週日),"https://res.klook.com/image/upload/x_0,y_38,w_1408,h_1971,c_crop/v1746411637/events_admin/edouzocuwe6gcg98knb6.jpg",https://www.klook.com/zh-TW/event-detail/101028977-2025-yuuri-taipei-concert/,101028977,,,,
台北 | 中華職棒36年 2025味全龍主場賽事 - 天母棒球場・大巨蛋球場,False,HK$ 64,5月11日(週日) - 6月22日(週日),https://res.klook.com/image/upload/2025味全龍主視覺_直式_cmcjgh.jpg,https://www.klook.com/zh-TW/activity/147143-2025-weichuan-dragons-baseball-game/,101029019,,,,
台北 | 從印象派到現代主義─美國大都會博物館名作展,False,HK$ 103,6月14日(週六) - 10月12日(週日),https://res.klook.com/image/upload/1_klook早鳥票_326x460_zqtmlq.jpg,https://www.klook.com/zh-TW/activity/149320-from-impressionism-to-modernism-masterpieces-from-the-metropolitan-museum-of-art-exhibition-ticket/,101029018,,,,
台北 | 《暮光之城》電影音樂會 Twilight In Concert｜國家兩廳院,False,HK$ 463,6月28日(週六) - 6月29日(週日),"https://res.klook.com/image/upload/x_103,y_0,w_1463,h_2048,c_crop/v1745377534/events_admin/ws5s21k8x83v6viqeyvz.jpg",https://www.klook.com/zh-TW/event-detail/101029008-2025-twilight-in-concert/,101029008,,,,
台北 | 親子日和派對市集｜愛手創 x 美麗華｜母親節2025,True,,4月19日(週六) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_0,w_5001,h_7001,c_crop/v1742369817/events_admin/et1ovejfllgper9n3a6n.jpg",https://www.klook.com/zh-TW/event-detail/101029003-2025-date-with-mom-bazzar/,101029003,,,,
高雄 | LANY高雄演唱會2025｜LANY - a beautiful blur: the world tour｜高雄流行音樂中心,False,HK$ 463,6月1日(週日),"https://res.klook.com/image/upload/x_8,y_0,w_1458,h_2041,c_crop/v1742368876/events_admin/i2tgaucqzh7dlvc1mnyh.jpg",https://www.klook.com/zh-TW/event-detail/101028999-2025-lany-kaohsiung-concert/,101028999,,,,
桃園 | 陶異星漫遊｜陶趣生活市集｜中原文創園區,True,,3月29日(週六) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_0,w_5001,h_7001,c_crop/v1742284034/events_admin/cysjz3uvpjwuswhwsajl.jpg",https://www.klook.com/zh-TW/event-detail/101028981-2025-taoyuan-weekend-market/,101028981,,,,
台北 | 彭佳慧台北演唱會2025｜彭佳慧 2025「一路這樣愛過來」演唱會｜台北小巨蛋,False,HK$ 206,6月7日(週六),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1742279193/events_admin/tkhcrdjhfxy3fusn20ga.jpg",https://www.klook.com/zh-TW/event-detail/101028971-2025-julia-peng-taipei-concert/,101028971,,,,
新竹 | 她．MMXXV如是說｜謝鴻均薪傳展｜新竹市美術館,True,,3月18日(週二) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_10,w_1448,h_2027,c_crop/v1742277873/events_admin/stllgiwfy3koatrt2n82.jpg",https://www.klook.com/zh-TW/event-detail/101028969-2025-mmxxv-exhibition/,101028969,,,,
桃園 | ANISAMA WORLD 2025 in TAOYUAN｜動漫歌曲演唱會「Animelo Summer Live」｜桃園會展中心,False,HK$ 309,5月24日(週六),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1742360827/events_admin/krdxlonewdhqtb01gfaf.jpg",https://www.klook.com/zh-TW/event-detail/101028962-2025-anisama-world-taoyuan/,101028962,,,,
台北 | TAIL台北演唱會2025｜TAIL ASIA TOUR 2025｜Legacy Taipei,False,HK$ 489,6月28日(週六),"https://res.klook.com/image/upload/x_0,y_15,w_1441,h_2017,c_crop/v1742206797/events_admin/wnullufrj5tgmt0gdbkr.jpg",https://www.klook.com/zh-TW/event-detail/101028960-2025-tail-asia-tour-taipei/,101028960,,,,
新竹 | 「數位迷蹤」主題展｜新竹241藝術空間,True,,3月18日(週二) - 6月1日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1742205951/events_admin/dveuhakmclrwav46hvyo.jpg",https://www.klook.com/zh-TW/event-detail/101028959-2025-techno-art-exhibition/,101028959,,,,
台北 | MoCA Video「檔案重製—林俊耀個展」,True,,2025年3月15日(週六) - 2026年5月4日(週一),"https://res.klook.com/image/upload/x_0,y_8,w_1358,h_1901,c_crop/v1741768636/events_admin/eeoi87lfjimkn5d66kjl.jpg",https://www.klook.com/zh-TW/event-detail/101028897-2025-archiving-the-scene-moca/,101028897,,,,
台中 | 2025 怡岑《要到你想逃》音樂喜劇專場 台中場,False,HK$ 257,5月17日(週六),"https://res.klook.com/image/upload/x_0,y_7,w_1359,h_1903,c_crop/v1744275912/events_admin/n4lb2g5fofynpdokrk7v.jpg",https://www.klook.com/zh-TW/event-detail/102000436-andrew-patanie-taichung-2025/,102000436,,,,
台北 | 2025 怡岑《要到你想逃》音樂喜劇專場 台北場,False,HK$ 309,5月30日(週五) - 6月1日(週日),"https://res.klook.com/image/upload/x_0,y_7,w_1359,h_1903,c_crop/v1744275752/events_admin/cekdyvdnr4y5gzlyccrt.jpg",https://www.klook.com/zh-TW/event-detail/102000435-andrew-patanie-taipei-2025/,102000435,,,,
台北 | 西門紅樓沉浸式劇場《西門町一番地》,False,HK$ 514,7月18日(週五) - 7月27日(週日),https://res.klook.com/image/upload/西門_banner_326x460_lqixrq.jpg,https://www.klook.com/zh-TW/activity/145174-ximen-red-house-immersive-theater/,101028942,,,,
台北 | 日本另類搖滾樂團Cö shu Nie首次台灣專場｜Cö shu Nie Live in Taipei｜Breeze MEGA Studio,False,HK$ 643,5月24日(週六),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1741763574/events_admin/xpcpop8mm8qc0oao1e8a.jpg",https://www.klook.com/zh-TW/event-detail/101028892-2025-co-shu-nie-live-in-taipei/,101028892,,,,
台北 | 吉伊卡哇壽司主題快閃店｜「超好吃!!Chiikawa壽司」吉伊卡哇華山快閃店｜華山文創,True,,3月22日(週六) - 6月15日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1741759673/events_admin/uolnnp04lvc1doiojep1.jpg",https://www.klook.com/zh-TW/event-detail/101028886-2025-chiikawa-sushi-popup/,101028886,,,,
台北 | 莎拉．布萊曼台北演唱會2025｜莎拉．布萊曼《2025星光閃耀演唱會》SARAH BRIGHTMAN “A STARLIGHT SYMPHONY”｜台北流行音樂中心,False,HK$ 484,7月19日(週六) - 7月20日(週日),"https://res.klook.com/image/upload/x_0,y_4,w_1457,h_2040,c_crop/v1741679675/events_admin/pkttnysztoismde2kyfx.jpg",https://www.klook.com/zh-TW/event-detail/101028879-2025-sarah-brightman-taipei/,101028879,,,,
台中 | “Fly Me to the Moon” 女性藝術家聯展——巴梅莉、許芝綺、劉文瑄、彭禹慈,True,,3月15日(週六) - 5月18日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1741241856/events_admin/ypgnbfxhbz8kvftefbzc.jpg",https://www.klook.com/zh-TW/event-detail/101028833-2025-fly-me-to-the-moon/,101028833,,,,
新北 | THE PRIMALS台北演唱會2025｜THE PRIMALS Dark Decades Tour｜Zepp New Taipei,False,HK$ 720,8月3日(週日),"https://res.klook.com/image/upload/x_0,y_77,w_1408,h_1971,c_crop/v1741318365/events_admin/lvzn3tbkb9poeedvgdee.jpg",https://www.klook.com/zh-TW/event-detail/101028848-2025-theprimals-concert-taipei/,101028848,,,,
台北 | EXO KAI 演唱會2025台北站｜2025 KAI SOLO CONCERT TOUR <KAION> IN TAIPEI｜台北流行音樂中心,False,HK$ 977,7月12日(週六),"https://res.klook.com/image/upload/x_58,y_0,w_964,h_1350,c_crop/v1742803153/events_admin/jtuugrab78g84e420qcj.jpg",https://www.klook.com/zh-TW/event-detail/101028838-2025-exo-kai-concert-taipei/,101028838,,,,
高雄 | 陳奕迅高雄演唱會2025｜陳奕迅 FEAR and DREAMS 世界巡迴演唱會 - 高雄站｜高雄巨蛋,False,HK$ 206,5月16日(週五) - 5月25日(週日),"https://res.klook.com/image/upload/x_58,y_0,w_964,h_1350,c_crop/v1741764052/events_admin/zuz5fgjezgdnr2vsjzkn.jpg",https://www.klook.com/zh-TW/event-detail/101028834-2025-eason-chan-kaohsiung/,101028834,,,,
台北 | 許富凱演唱會2025｜許富凱【拾歌Plus】2025讚聲演唱會｜Legacy Taipei,False,HK$ 509,5月10日(週六) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1741232666/events_admin/jhmqz9eyxqqr2u7mp1x1.jpg",https://www.klook.com/zh-TW/event-detail/101028826-2025-henry-hsu-concert/,101028826,,,,
新北 | 溫蒂漫步 Wendy Wander 2025 Tour “Midnight Wandering 午夜漫遊” Encore Party｜Zepp New Taipei,False,HK$ 309,6月7日(週六),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1741229434/events_admin/xvjg68wuwlwqxcadqjt0.jpg",https://www.klook.com/zh-TW/event-detail/101028819-2025-wendy-wander-encore-party/,101028819,,,,
台北 | 台北《我不是胖虎》快閃店｜誠品生活武昌店｜西門町,True,,3月7日(週五) - 6月1日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1741061094/events_admin/ij2feaf3f0bo5ffygwtn.jpg",https://www.klook.com/zh-TW/event-detail/101028785-2025-i-am-alexander-pop-up/,101028785,,,,
桃園 | LE SSERAFIM演唱會2025台北站｜2025 LE SSERAFIM TOUR ‘EASY CRAZY HOT’ IN TAIPEI｜林口體育館,False,HK$ 900,7月19日(週六),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1743996778/events_admin/abcgk45swprwdswa02w0.jpg",https://www.klook.com/zh-TW/event-detail/101028747-2025-lesserafim-taipei-concert/,101028747,,,,
"台北 | Valley台北演唱會2025｜VALLEY : WATER THE FLOWERS, PRAY FOR A GARDEN ASIA TOUR 2025｜Legacy Taipei",False,HK$ 489,6月11日(週三),"https://res.klook.com/image/upload/x_8,y_0,w_1458,h_2041,c_crop/v1740630547/events_admin/mekgluwp1lqrgkcse3sz.jpg",https://www.klook.com/zh-TW/event-detail/101028735-2025-valley-taipei-concert/,101028735,,,,
台北 | Insect Park 昆蟲島互動樂園,False,HK$ 103,5月11日(週日),https://res.klook.com/image/upload/690x460_w1hqjv.jpg,https://www.klook.com/zh-TW/activity/145303-insect-park/,101028698,,,,
台北 | 美國高空大馬戲團｜台北小巨蛋,False,HK$ 206,5月31日(週六) - 6月1日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1739948956/events_admin/jjjudgfqavgkxhho01st.jpg",https://www.klook.com/zh-TW/event-detail/101028663-2025-daredevil-circus-thrills/,101028663,,,,
新北 | SB19台北演唱會2025｜SB19 Simula at Wakas World Tour in Taipei｜Zepp New Taipei,False,,6月29日(週日),"https://res.klook.com/image/upload/x_60,y_0,w_1463,h_2048,c_crop/v1739864980/events_admin/adjrkd0b5fyodjz4xqwi.jpg",https://www.klook.com/zh-TW/event-detail/101028640-2025-sb19-taipei-cocnert/,101028640,,,,
台北 | 「AIR Taipei 搭。不搭嗎？」｜臺北藝術進駐計畫展覽｜寶藏巖國際藝術村,True,,2024年8月31日(週六) - 2025年8月31日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1739444943/events_admin/ml0kc7a0fxuyog0dusfi.jpg",https://www.klook.com/zh-TW/event-detail/101028607-2025-air-taipei-exhibition/,101028607,,,,
台北 | 《飛天小女警》快閃店｜R79中山地下書街,True,,2月21日(週五) - 6月8日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1739439355/events_admin/dylfldo2kdkno7hgz738.jpg",https://www.klook.com/zh-TW/event-detail/101028595-2025-powerpuff-girls-pop-up/,101028595,,,,
新北 | Elijah Woods演唱會2025台北站｜Elijah Woods: Give Me The Sunlight｜Zepp New Taipei,False,HK$ 463,8月12日(週二),"https://res.klook.com/image/upload/x_5,y_0,w_834,h_1167,c_crop/v1739340591/events_admin/v6ibtfdx42gqawl6awr0.jpg",https://www.klook.com/zh-TW/event-detail/101028551-2025-elijah-woods-taipei/,101028551,,,,
台北 | 鄭興 2025《盆地已經長出了森林》TICC演唱會｜台北國際會議中心,False,HK$ 309,5月24日(週六),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1739000392/events_admin/sqzam1swyhfrh99akdjp.jpg",https://www.klook.com/zh-TW/event-detail/101028496-2025-xing-zheng-ticc-concert/,101028496,,,,
台中 | 台中｜勤美術館開幕展《OUTLINES IN BETWEEN》,False,HK$ 39,5月11日(週日) - 6月1日(週日),https://res.klook.com/image/upload/1.展演頁面活動首圖_q1xvno.jpg,https://www.klook.com/zh-TW/activity/143525-outlines-in-between/,101028423,,,,
台北 | 九藏喵窩西門町實境解謎《捉咪藏》,False,HK$ 180,5月11日(週日) - 6月30日(週一),https://res.klook.com/image/upload/LINE_ALBUM_2025.1.10_250115_1_1_xpd57f.jpg,https://www.klook.com/zh-TW/activity/143589-hide-cat/,101028400,,,,
"台北 | BE:FIRST演唱會2025台北站｜BE:FIRST World Tour 2025 ""Who is BE:FIRST?"" in Taipei｜Zepp New Taipei",False,HK$ 566,5月15日(週四),"https://res.klook.com/image/upload/x_8,y_0,w_1458,h_2041,c_crop/v1737434006/events_admin/thka9wtzzddrxodz2nkc.jpg",https://www.klook.com/zh-TW/event-detail/101028354-2025-befirst-concert-taipei/,101028354,,,,
台北 | 2025寶藏巖光節「趖 sô」｜寶藏巖國際藝術村 x 煥民新村 x 嘉禾新村,True,,3月22日(週六) - 5月25日(週日),"https://res.klook.com/image/upload/x_60,y_0,w_960,h_1344,c_crop/v1737340507/events_admin/aaumisc4tmjhdni13lzb.jpg",https://www.klook.com/zh-TW/event-detail/101028331-2025-treasure-hill-light-fest/,101028331,,,,
桃園 | BABYMONSTER台北演唱會2025（加開一場）｜2025 BABYMONSTER 1st WORLD TOUR <HELLO MONSTERS> IN TAIPEI｜林口體育館,False,HK$ 720,6月28日(週六) - 6月29日(週日),"https://res.klook.com/image/upload/x_574,y_0,w_771,h_1080,c_crop/v1743063603/events_admin/xywlwmrcp9kj3youriv6.jpg",https://www.klook.com/zh-TW/event-detail/101028336-2025-babymonster-taipei/,101028336,,,,
高雄 | 蕭秉治高雄演唱會2025｜蕭秉治《活著Alive》高雄巨蛋演唱會,False,HK$ 206,8月23日(週六),"https://res.klook.com/image/upload/x_88,y_0,w_1463,h_2048,c_crop/v1737022478/events_admin/alrcolblybolxyvc1f5t.jpg",https://www.klook.com/zh-TW/event-detail/101028314-2025-xiao-bing-chih-concert/,101028314,,,,
台北 | 諸神與眾生：眾生｜展覽｜國家攝影文化中心,True,,2月20日(週四) - 6月29日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1736994356/events_admin/fpzeqxjcge5fpl8mcv8u.jpg",https://www.klook.com/zh-TW/event-detail/101028289-2025-ncpi-exhibition/,101028289,,,,
台北 | 諸神與眾生：諸神｜展覽｜國家攝影文化中心,True,,1月23日(週四) - 6月4日(週三),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1736912010/events_admin/esbrbs262gqj32lotye9.jpg",https://www.klook.com/zh-TW/event-detail/101028279-2025-ncpi-exhibition/,101028279,,,,
台北 | 伍佰演唱會2025台北站｜國泰世華銀行 伍佰 Wu Bai & China Blue Rock Star 2 世界巡迴演唱會台北站｜台北小巨蛋,False,HK$ 206,6月13日(週五) - 6月15日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1740629326/events_admin/cwe5wz3avht5eutxqgwj.jpg",https://www.klook.com/zh-TW/event-detail/101028259-2025-wu-bai-taipei-concert/,101028259,,,,
高雄 | CNBLUE演唱會2025高雄站（加開一場）｜2025 CNBLUE LIVE – VOYAGE into X IN KAOHSIUNG｜高雄流行音樂中心,False,HK$ 998,5月24日(週六) - 5月25日(週日),"https://res.klook.com/image/upload/x_0,y_10,w_1448,h_2027,c_crop/v1742372820/events_admin/kjrxiwqkf6nsytnbvriy.jpg",https://www.klook.com/zh-TW/event-detail/101028250-2025-cnblue-concert-kaohsiung/,101028250,,,,
台北 | NCT WISH演唱會2025台北站｜2025 NCT WISH ASIA TOUR LOG in TAIPEI｜台北流行音樂中心,False,HK$ 823,5月24日(週六),"https://res.klook.com/image/upload/x_183,y_0,w_914,h_1280,c_crop/v1736747777/events_admin/zawje8pav16uru5zkqte.jpg",https://www.klook.com/zh-TW/event-detail/101028244-2025-nct-wish-concert-taipei/,101028244,,,,
桃園 | BTS J-HOPE演唱會2025台北站｜j-hope Tour 'HOPE ON THE STAGE' IN TAIPEI｜林口體育館,False,HK$ 720,5月24日(週六) - 5月25日(週日),"https://res.klook.com/image/upload/x_5,y_0,w_834,h_1167,c_crop/v1740368137/events_admin/pl1sg4jkehdgglnmya90.jpg",https://www.klook.com/zh-TW/event-detail/101028219-2025-bts-j-hope-concert-taipei/,101028219,,,,
台北 | 《少年Pi的奇幻漂流》劇場版台北場｜國家兩廳院2025廳院選,False,HK$ 206,7月17日(週四) - 7月27日(週日),"https://res.klook.com/image/upload/x_0,y_0,w_1463,h_2048,c_crop/v1736246577/events_admin/kb30bhthcuaieney0l2j.jpg",https://www.klook.com/zh-TW/event-detail/101028165-2025-life-of-pi-show/,101028165,,,,
台北 | Penthouse台北演唱會2025｜Penthouse ONE MAN LIVE TOUR 2025 “Midnight Diner” in Taipei｜Legacy TERA,False,HK$ 566,6月14日(週六),"https://res.klook.com/image/upload/x_62,y_0,w_1021,h_1430,c_crop/v1741080952/events_admin/eilqyippy5c1comsburq.jpg",https://www.klook.com/zh-TW/event-detail/101028113-2025-penthouse-taipei-concert/,101028113,,,,
台中 | 《火神的眼淚》音樂劇台中場｜故事工廠 x 瘋戲樂工作室｜台中歌劇院,False,HK$ 206,6月28日(週六),"https://res.klook.com/image/upload/x_293,y_0,w_1463,h_2048,c_crop/v1735814725/events_admin/kts8d2p02tvshijptssi.jpg",https://www.klook.com/zh-TW/event-detail/101028102-2025-tears-on-fire-the-musical/,101028102,,,,
台南市 | 《火神的眼淚》音樂劇台南場｜故事工廠 x 瘋戲樂工作室｜臺南文化中心,False,HK$ 206,6月21日(週六),"https://res.klook.com/image/upload/x_293,y_0,w_1463,h_2048,c_crop/v1735814507/events_admin/huxdwoxclyfdty5rwyyc.jpg",https://www.klook.com/zh-TW/event-detail/101028101-2025-tears-on-fire-the-musical/,101028101,,,,
桃園 | 《火神的眼淚》音樂劇桃園場｜故事工廠 x 瘋戲樂工作室｜桃園展演中心,False,HK$ 206,6月14日(週六),"https://res.klook.com/image/upload/x_293,y_0,w_1463,h_2048,c_crop/v1735814298/events_admin/n8e12gg7vo6kdzqu4rlz.jpg",https://www.klook.com/zh-TW/event-detail/101028099-2025-tears-on-fire-the-musical/,101028099,,,,
高雄 | 《火神的眼淚》音樂劇高雄場｜故事工廠 x 瘋戲樂工作室｜衛武營,False,HK$ 206,5月24日(週六),"https://res.klook.com/image/upload/x_293,y_0,w_1463,h_2048,c_crop/v1735814018/events_admin/fdukrx7epgds89vv7v12.jpg",https://www.klook.com/zh-TW/event-detail/101028098-2025-tears-on-fire-the-musical/,101028098,,,,
台北 | 英國國家芭蕾舞團 X 阿喀郎．汗《吉賽兒》｜2025台灣國際藝術節TIFA｜國家兩廳院,False,HK$ 309,5月8日(週四) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_43,w_1401,h_1961,c_crop/v1735290059/events_admin/aeoyzmnmddvabtgaydzk.jpg",https://www.klook.com/zh-TW/event-detail/101028040-2025-tifa-giselle-ballet/,101028040,,,,
台中 | 2025 NTT Arts NOVA 英國國家芭蕾舞團╳阿喀郎．汗《吉賽兒》,False,HK$ 129,5月24日(週六) - 5月25日(週日),"https://res.klook.com/image/upload/x_0,y_0,w_300,h_420,c_crop/v1734952843/events_admin/xrcv8fpq5mvfriju16xx.jpg",https://www.klook.com/zh-TW/event-detail/101027984-2025-ntt-arts-nova-giselle/,101027984,,,,
台中 | 2025 NTT Arts NOVA史蒂芬妮．雷克舞團《舞動狂響》,False,HK$ 129,5月10日(週六) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_0,w_300,h_420,c_crop/v1734951998/events_admin/hcgdxcyegpso3xhs48bn.jpg",https://www.klook.com/zh-TW/event-detail/101027982-2025-ntt-arts-nova-manifesto/,101027982,,,,
台中 | 2025 NTT Arts NOVA明和電機✕江戶未來世✕超維度《新世紀浮世繪》,False,HK$ 129,5月10日(週六) - 5月11日(週日),"https://res.klook.com/image/upload/x_0,y_0,w_300,h_420,c_crop/v1734950836/events_admin/zoxlqa2qsmoszfrytvx1.jpg",https://www.klook.com/zh-TW/event-detail/101027980-2025-new-century-of-ukiyo-e/,101027980,,,,
台中 | 2025 NTT Arts NOVA 河床劇團╳PHI工作室╳歐納西斯文化《之間》,False,HK$ 206,5月30日(週五) - 6月8日(週日),"https://res.klook.com/image/upload/x_0,y_0,w_300,h_420,c_crop/v1734950427/events_admin/ttitauxyurz401xddlfz.jpg",https://www.klook.com/zh-TW/event-detail/101027979-2025-ntt-arts-nova-blur/,101027979,,,,
高雄 | 2025江蕙演唱會高雄場｜高雄巨蛋,False,HK$ 206,7月11日(週五) - 7月26日(週六),"https://res.klook.com/image/upload/x_0,y_42,w_1369,h_1917,c_crop/v1734498687/events_admin/prggwbh7hftiuyfueetu.jpg",https://www.klook.com/zh-TW/event-detail/101027913-2025-jodychiang-kaohsiung/,101027913,,,,
台北 | 2025江蕙演唱會台北場｜台北小巨蛋,False,HK$ 206,8月8日(週五) - 9月1日(週一),"https://res.klook.com/image/upload/x_0,y_42,w_1369,h_1917,c_crop/v1734498311/events_admin/juac9hykfbydme7ecm5e.jpg",https://www.klook.com/zh-TW/event-detail/101027912-2025-jodychiang-concert-taipei/,101027912,,,,
高雄 | 高雄駁二｜have a____dream【門票】,False,HK$ 12,5月11日(週日) - 5月18日(週日),https://res.klook.com/image/upload/KLOOK_dream_326x460_展演頁面活動首圖_lu5iyg.jpg,https://www.klook.com/zh-TW/activity/140498-have-a-dream/,101027882,,,,
屏東縣 | 奈良美智特展2025屏東｜奈良美智特展「跟著朦朧潮濕的一天去屏東」｜屏東美術館,True,,2024年12月20日(週五) - 2025年5月25日(週日),"https://res.klook.com/image/upload/x_0,y_2,w_326,h_456,c_crop/v1734072933/events_admin/liblb5kxxwtenzrowlju.jpg",https://www.klook.com/zh-TW/event-detail/101027868-2025-yoshitomo-nara-pingtung/,101027868,,,,
高雄 | 音樂劇《悲慘世界》40周年紀念版音樂會世界巡演｜高雄場｜衛武營,False,HK$ 329,7月10日(週四) - 7月27日(週日),"https://res.klook.com/image/upload/x_0,y_55,w_1369,h_1917,c_crop/v1734071235/events_admin/l5mdtdo2w1yj8dnka2e7.jpg",https://www.klook.com/zh-TW/event-detail/101027867-2025-les-miserables-concert/,101027867,,,,
